"sim_id","method","date","median_rt","q025_rt","q975_rt"
1,"EpiLPS",17,1.36218428350868,1.21225975023299,1.53065052426383
1,"EpiLPS",18,1.37907815211804,1.23101430188584,1.54495081554762
1,"EpiLPS",19,1.38859414539484,1.24448031030684,1.54939671174822
1,"EpiLPS",20,1.39166438593075,1.25139939436351,1.54765119097176
1,"EpiLPS",21,1.38857594759465,1.25059634539001,1.5417789835593
1,"EpiLPS",22,1.3814097590461,1.24459317566333,1.53326641966419
1,"EpiLPS",23,1.37267334242435,1.23785102087192,1.52218003074007
1,"EpiLPS",24,1.36147454089616,1.23118433099527,1.50555272581319
1,"EpiLPS",25,1.35008857536491,1.22493668429647,1.48802724638598
1,"EpiLPS",26,1.34007266938033,1.21828272863045,1.47403777219996
1,"EpiLPS",27,1.33023931108933,1.20973463367428,1.46274775931055
1,"EpiLPS",28,1.32234818353435,1.20242143723708,1.45423614744806
1,"EpiLPS",29,1.31645377370387,1.19865366484043,1.44583092609146
1,"EpiLPS",30,1.31324741986781,1.19912522580251,1.43823076079086
1,"EpiLPS",31,1.31191233882554,1.20094144341453,1.43313730590328
1,"EpiLPS",32,1.31215887089938,1.20235485882027,1.43199063891113
1,"EpiLPS",33,1.31327408561241,1.20320444832052,1.43341293854797
1,"EpiLPS",34,1.31514407360773,1.20536368857919,1.43492287907252
1,"EpiLPS",35,1.31712756272635,1.2097441253919,1.43404293526241
1,"EpiLPS",36,1.31953833615846,1.21525732693037,1.43276767973901
1,"EpiLPS",37,1.3220855465863,1.21962376826259,1.43315523850636
1,"EpiLPS",38,1.32477690724047,1.2223121026195,1.43583120071909
1,"EpiLPS",39,1.3276448391808,1.22475297489087,1.43918067981052
1,"EpiLPS",40,1.33076191165738,1.22909742561926,1.44083555022154
1,"EpiLPS",41,1.33402271984865,1.23543950460705,1.44047248807898
1,"EpiLPS",42,1.33734772563945,1.24166251355607,1.4404066481405
1,"EpiLPS",43,1.34054163901652,1.24608768406257,1.44215524230064
1,"EpiLPS",44,1.34344484948246,1.24889950945539,1.44514754785034
1,"EpiLPS",45,1.34591173212622,1.25177717241201,1.44712527964104
1,"EpiLPS",46,1.34782493011989,1.25604810393721,1.44630769837418
1,"EpiLPS",47,1.34914063499211,1.26046141276452,1.44405884587517
1,"EpiLPS",48,1.34985491964287,1.26308867163621,1.44258146320297
1,"EpiLPS",49,1.3499809523742,1.26338900706025,1.44250785909066
1,"EpiLPS",50,1.34954124414546,1.26266029590633,1.44240028418917
1,"EpiLPS",51,1.34856263448224,1.26285707269807,1.44008472410599
1,"EpiLPS",52,1.3471653577821,1.2643489023127,1.43540639604188
1,"EpiLPS",53,1.34561298493071,1.26556566597072,1.43072331519462
1,"EpiLPS",54,1.34417744050754,1.26540878831511,1.42784925176248
1,"EpiLPS",55,1.34311750269316,1.264407621894,1.4267271050917
1,"EpiLPS",56,1.34266247122475,1.2643886686707,1.42578192632067
1,"EpiLPS",57,1.34296827075962,1.26681227589384,1.42370247793385
1,"EpiLPS",58,1.34388823334177,1.27052994313025,1.42148210947699
1,"EpiLPS",59,1.34512925134824,1.27353139572959,1.42075233394314
1,"EpiLPS",60,1.34637347494251,1.27495135212778,1.42179662855645
1,"EpiLPS",61,1.34730918495629,1.27555627554013,1.42309835691015
1,"EpiLPS",62,1.34765837417661,1.27677284181587,1.42247942155888
1,"EpiLPS",63,1.3473001849145,1.27879515402243,1.41947502894494
1,"EpiLPS",64,1.34635252548141,1.28017581184996,1.41595014223141
1,"EpiLPS",65,1.3449905504847,1.27987506047919,1.41341888497759
1,"EpiLPS",66,1.34341124548827,1.27829632160868,1.41184304765357
1,"EpiLPS",67,1.34180472465267,1.27700951191038,1.40988763381003
1,"EpiLPS",68,1.34031831548012,1.2773294888921,1.40641330403294
1,"EpiLPS",69,1.33890789691569,1.27839735554178,1.40228259128671
1,"EpiLPS",70,1.33742636803804,1.2785545434582,1.39900898172507
1,"EpiLPS",71,1.33570627671688,1.27710271031886,1.39699903793598
1,"EpiLPS",72,1.33357945147341,1.27475017694916,1.39512367642765
1,"EpiLPS",73,1.33089500302224,1.27279504011721,1.39164708632621
1,"EpiLPS",74,1.32763221490591,1.27154469842912,1.38619373761184
1,"EpiLPS",75,1.3239943651655,1.2698918085795,1.3804019107351
1,"EpiLPS",76,1.32022514379157,1.26702761389551,1.37565622973329
1,"EpiLPS",77,1.31657346146943,1.26334354676243,1.37204617373295
1,"EpiLPS",78,1.31326838642546,1.26022198354173,1.3685476664496
1,"EpiLPS",79,1.31047684020208,1.25885159925232,1.36421922149206
1,"EpiLPS",80,1.30806127634527,1.25847630826497,1.3595999316292
1,"EpiLPS",81,1.30571288282585,1.25751167933809,1.35576166837256
1,"EpiLPS",82,1.30310004792369,1.2551345197499,1.35289860025288
1,"EpiLPS",83,1.299899389661,1.25171141311176,1.34994249116922
1,"EpiLPS",84,1.29582473995741,1.24816602622395,1.34530320598904
1,"EpiLPS",85,1.29078329256481,1.2447359254075,1.33853412145953
1,"EpiLPS",86,1.2850316762338,1.24059507858,1.33105993844047
1,"EpiLPS",87,1.27889932087651,1.23516810396648,1.3241788447144
1,"EpiLPS",88,1.27272999743363,1.22889093149397,1.31813296432919
1,"EpiLPS",89,1.26684306579747,1.2230429418158,1.31221177808886
1,"EpiLPS",90,1.26149409165453,1.21877102250982,1.30571478471992
1,"EpiLPS",91,1.25668993284754,1.21562334788819,1.29914384259229
1,"EpiLPS",92,1.25228030838309,1.21237630451438,1.29349770770404
1,"EpiLPS",93,1.24808144254869,1.20838594193341,1.28908094109576
1,"EpiLPS",94,1.2439008930849,1.20398065793014,1.28514475845274
1,"EpiLPS",95,1.23956075356339,1.1999802988478,1.2804467400423
1,"EpiLPS",96,1.23496415132994,1.19662046471329,1.27453649677928
1,"EpiLPS",97,1.23017027633899,1.1930848688826,1.26840843284289
1,"EpiLPS",98,1.22527815713765,1.18869576606163,1.2629863798815
1,"EpiLPS",99,1.22040062862597,1.1836080388275,1.25833692024098
1,"EpiLPS",100,1.21564793132187,1.17872775580287,1.25372452260664
