"sim_id","method","date","median_rt","q025_rt","q975_rt","reporting_rate"
1,"RtEstim",10,1.98586892670525,1.16555348530472,2.80618436810578,0.7
1,"RtEstim",11,2.01039038379295,1.2983233117217,2.72245745586419,0.7
1,"RtEstim",12,2.02108407986723,1.40063335262199,2.64153480711247,0.7
1,"RtEstim",13,2.01661259299199,1.5066266357618,2.52659855022218,0.7
1,"RtEstim",14,1.9958797806078,1.57732440578228,2.41443515543332,0.7
1,"RtEstim",15,1.9581094290932,1.61525834785717,2.30096051032922,0.7
1,"RtEstim",16,1.90295350212076,1.61754736177619,2.18835964246533,0.7
1,"RtEstim",17,1.83061879875469,1.59560144910388,2.06563614840549,0.7
1,"RtEstim",18,1.74197808889865,1.5489268691036,1.9350293086937,0.7
1,"RtEstim",19,1.63861745306975,1.47543494543637,1.80179996070314,0.7
1,"RtEstim",20,1.52278147893509,1.38383929915595,1.66172365871423,0.7
1,"RtEstim",21,1.39969544293849,1.27926654008187,1.52012434579511,0.7
1,"RtEstim",22,1.27520390764338,1.16800681947086,1.3824009958159,0.7
1,"RtEstim",23,1.15386801635138,1.05429167977807,1.25344435292469,0.7
1,"RtEstim",24,1.03899365105087,0.944926868079765,1.13306043402198,0.7
1,"RtEstim",25,0.932804488201958,0.841694337002988,1.02391463940093,0.7
1,"RtEstim",26,0.836661398079381,0.746386902235117,0.926935893923644,0.7
1,"RtEstim",27,0.751265745716253,0.659882749361789,0.842648742070717,0.7
1,"RtEstim",28,0.676826320079647,0.581838005638981,0.771814634520314,0.7
1,"RtEstim",29,0.613196468260671,0.512356592098205,0.714036344423137,0.7
1,"RtEstim",30,0.559995090274327,0.452278845666116,0.667711334882539,0.7
1,"RtEstim",31,0.516720347398293,0.400809918986125,0.632630775810461,0.7
1,"RtEstim",32,0.48285818770574,0.355722297059532,0.609994078351948,0.7
1,"RtEstim",33,0.456547924559273,0.318829361445171,0.594266487673375,0.7
1,"RtEstim",34,0.436347032431646,0.287131926643785,0.585562138219508,0.7
1,"RtEstim",35,0.42111739494983,0.259612974675734,0.582621815223926,0.7
1,"RtEstim",36,0.40994559703899,0.236292495951718,0.583598698126263,0.7
1,"RtEstim",37,0.402085748940622,0.217283979015971,0.586887518865272,0.7
1,"RtEstim",38,0.39691742467737,0.198067940953007,0.595766908401733,0.7
1,"RtEstim",39,0.393913893965086,0.187825684458242,0.60000210347193,0.7
1,"RtEstim",40,0.392617471444138,0.178841665690007,0.606393277198268,0.7
1,"RtEstim",41,0.392619948486493,0.173541243221065,0.611698653751921,0.7
1,"RtEstim",42,0.393546744518974,0.166651670941885,0.620441818096063,0.7
1,"RtEstim",43,0.395043998719863,0.160862640811281,0.629225356628446,0.7
1,"RtEstim",44,0.396768243737663,0.165396106072618,0.628140381402707,0.7
1,"RtEstim",45,0.398378652622569,0.164786528833318,0.63197077641182,0.7
1,"RtEstim",46,0.399914410869256,0.159073307232876,0.640755514505635,0.7
1,"RtEstim",47,0.401414129433531,0.157795752977196,0.645032505889866,0.7
1,"RtEstim",48,0.402912112521872,0.152318435080969,0.653505789962774,0.7
1,"RtEstim",49,0.404435452975254,0.142280814025092,0.666590091925417,0.7
1,"RtEstim",50,0.406002051733769,0.138248850011069,0.67375525345647,0.7
1,"RtEstim",51,0.407619537760263,0.141653980994951,0.673585094525575,0.7
1,"RtEstim",52,0.409284980052889,0.131094615841664,0.687475344264114,0.7
1,"RtEstim",53,0.410985264387176,0.122305037354065,0.699665491420287,0.7
1,"RtEstim",54,0.412698004776991,0.116849356668054,0.708546652885927,0.7
1,"RtEstim",55,0.41439283180127,0.10790281927349,0.720882844329051,0.7
1,"RtEstim",56,0.416032919905798,0.10347417310315,0.728591666708445,0.7
1,"RtEstim",57,0.417576637177852,0.110192064819513,0.724961209536191,0.7
1,"RtEstim",58,0.418979220410301,0.0961837354187798,0.741774705401822,0.7
1,"RtEstim",59,0.420194395790284,0.0843177927150506,0.756070998865517,0.7
1,"RtEstim",60,0.421175873680221,0.0941364312039709,0.748215316156471,0.7
1,"RtEstim",61,0.42187867395734,0.07899584503655,0.764761502878129,0.7
1,"RtEstim",62,0.422260251638536,0.0636081044203212,0.780912398856751,0.7
1,"RtEstim",63,0.422281388912088,0.0585562891899062,0.786006488634271,0.7
1,"RtEstim",64,0.421906851871002,0.0903878950345831,0.753425808707421,0.7
1,"RtEstim",65,0.42110582152061,0.0748946065406513,0.767317036500569,0.7
1,"RtEstim",66,0.419852113902122,0.0298857668762336,0.80981846092801,0.7
1,"RtEstim",67,0.418124198988377,0,0.851868593258261,0.7
1,"RtEstim",68,0.415905062187864,0.0192067547083434,0.812603369667384,0.7
1,"RtEstim",69,0.413181960060221,0,0.83395896184586,0.7
1,"RtEstim",70,0.409946114405582,0,0.864333858647069,0.7
1,"RtEstim",71,0.40619238293618,0,0.952160748593817,0.7
1,"RtEstim",72,0.401918943912419,0,0.851918966059988,0.7
1,"RtEstim",73,0.397127026265125,0,1.16190498089729,0.7
2,"RtEstim",10,2.08967088475207,1.48002173947731,2.69932003002684,0.7
2,"RtEstim",11,2.0910772799252,1.58350363727661,2.5986509225738,0.7
2,"RtEstim",12,2.07826718596026,1.67474524018062,2.48178913173991,0.7
2,"RtEstim",13,2.05086586979197,1.72263920873309,2.37909253085084,0.7
2,"RtEstim",14,2.00880174751539,1.74583635971068,2.27176713532011,0.7
