"id","date","susceptible_to_susceptible","susceptible_to_exposed","exposed_to_exposed","exposed_to_infected","infected_to_infected","infected_to_removed","removed_to_removed"
1,0,99900,100,0,0,0,0,0
1,1,99799,101,74,26,0,0,0
1,2,99655,144,131,44,22,4,0
1,3,99369,286,209,66,56,10,4
1,4,98862,507,356,139,97,25,14
1,5,97972,890,654,209,199,37,39
1,6,96448,1524,1129,415,350,58,76
1,7,93889,2559,2012,641,664,101,134
1,8,89615,4274,3413,1158,1122,183,235
1,9,82854,6761,5727,1960,1989,291,418
1,10,73014,9840,9278,3210,3381,568,709
1,11,60316,12698,14282,4836,5640,951,1277
1,12,46318,13998,20067,6913,9007,1469,2228
1,13,33134,13184,25341,8724,13578,2342,3697
1,14,22346,10788,28856,9669,19155,3147,6039
1,15,14386,7960,29761,9883,24737,4087,9186
1,16,9106,5280,28241,9480,29727,4893,13273
1,17,5833,3273,25035,8486,33616,5591,18166
1,18,3895,1938,21307,7001,35947,6155,23757
1,19,2621,1274,17345,5900,36893,6055,29912
1,20,1834,787,14004,4615,36802,5991,35967
1,21,1319,515,11157,3634,35581,5836,41958
1,22,981,338,8736,2936,33615,5600,47794
1,23,761,220,6856,2218,31340,5211,53394
1,24,586,175,5354,1722,28801,4757,58605
1,25,478,108,4140,1389,26291,4232,63362
1,26,414,64,3170,1078,23821,3859,67594
1,27,351,63,2380,854,21398,3501,71453
1,28,301,50,1781,662,18994,3258,74954
1,29,268,33,1338,493,16816,2840,78212
1,30,241,27,1035,336,14849,2460,81052
1,31,225,16,797,265,13015,2170,83512
1,32,215,10,615,198,11371,1909,85682
1,33,200,15,475,150,9932,1637,87591
1,34,191,9,378,112,8580,1502,89228
1,35,181,10,291,96,7414,1278,90730
1,36,172,9,212,89,6464,1046,92008
1,37,168,4,165,56,5605,948,93054
1,38,165,3,124,45,4880,781,94002
1,39,163,2,97,30,4209,716,94783
1,40,161,2,77,22,3610,629,95499
1,41,161,0,65,14,3123,509,96128
1,42,159,2,47,18,2684,453,96637
1,43,159,0,38,11,2298,404,97090
1,44,159,0,29,9,2002,307,97494
1,45,158,1,24,5,1698,313,97801
1,46,158,0,19,6,1457,246,98114
1,47,157,1,16,3,1251,212,98360
1,48,156,1,12,5,1079,175,98572
1,49,155,1,11,2,920,164,98747
1,50,155,0,10,2,797,125,98911
1,51,155,0,9,1,675,124,99036
1,52,155,0,6,3,584,92,99160
1,53,155,0,4,2,495,92,99252
1,54,155,0,2,2,425,72,99344
1,55,155,0,2,0,372,55,99416
1,56,155,0,1,1,324,48,99471
1,57,155,0,0,1,284,41,99519
1,58,155,0,0,0,237,48,99560
1,59,155,0,0,0,206,31,99608
1,60,155,0,0,0,177,29,99639
1,61,155,0,0,0,151,26,99668
1,62,155,0,0,0,124,27,99694
1,63,155,0,0,0,103,21,99721
1,64,155,0,0,0,83,20,99742
1,65,155,0,0,0,70,13,99762
1,66,155,0,0,0,60,10,99775
1,67,155,0,0,0,55,5,99785
1,68,155,0,0,0,48,7,99790
1,69,155,0,0,0,41,7,99797
1,70,155,0,0,0,30,11,99804
1,71,155,0,0,0,26,4,99815
1,72,155,0,0,0,24,2,99819
1,73,155,0,0,0,18,6,99821
1,74,155,0,0,0,13,5,99827
1,75,155,0,0,0,11,2,99832
1,76,155,0,0,0,10,1,99834
1,77,155,0,0,0,7,3,99835
1,78,155,0,0,0,6,1,99838
1,79,155,0,0,0,6,0,99839
1,80,155,0,0,0,5,1,99839
1,81,155,0,0,0,5,0,99840
1,82,155,0,0,0,4,1,99840
1,83,155,0,0,0,3,1,99841
1,84,155,0,0,0,2,1,99842
1,85,155,0,0,0,2,0,99843
1,86,155,0,0,0,2,0,99843
1,87,155,0,0,0,1,1,99843
1,88,155,0,0,0,1,0,99844
1,89,155,0,0,0,0,1,99844
1,90,155,0,0,0,0,0,99845
1,91,155,0,0,0,0,0,99845
1,92,155,0,0,0,0,0,99845
1,93,155,0,0,0,0,0,99845
1,94,155,0,0,0,0,0,99845
1,95,155,0,0,0,0,0,99845
1,96,155,0,0,0,0,0,99845
1,97,155,0,0,0,0,0,99845
1,98,155,0,0,0,0,0,99845
1,99,155,0,0,0,0,0,99845
1,100,155,0,0,0,0,0,99845
1,101,155,0,0,0,0,0,99845
1,102,155,0,0,0,0,0,99845
1,103,155,0,0,0,0,0,99845
1,104,155,0,0,0,0,0,99845
1,105,155,0,0,0,0,0,99845
1,106,155,0,0,0,0,0,99845
1,107,155,0,0,0,0,0,99845
1,108,155,0,0,0,0,0,99845
1,109,155,0,0,0,0,0,99845
1,110,155,0,0,0,0,0,99845
1,111,155,0,0,0,0,0,99845
1,112,155,0,0,0,0,0,99845
1,113,155,0,0,0,0,0,99845
1,114,155,0,0,0,0,0,99845
1,115,155,0,0,0,0,0,99845
1,116,155,0,0,0,0,0,99845
1,117,155,0,0,0,0,0,99845
1,118,155,0,0,0,0,0,99845
1,119,155,0,0,0,0,0,99845
1,120,155,0,0,0,0,0,99845
1,121,155,0,0,0,0,0,99845
1,122,155,0,0,0,0,0,99845
1,123,155,0,0,0,0,0,99845
1,124,155,0,0,0,0,0,99845
1,125,155,0,0,0,0,0,99845
1,126,155,0,0,0,0,0,99845
1,127,155,0,0,0,0,0,99845
1,128,155,0,0,0,0,0,99845
1,129,155,0,0,0,0,0,99845
1,130,155,0,0,0,0,0,99845
1,131,155,0,0,0,0,0,99845
1,132,155,0,0,0,0,0,99845
1,133,155,0,0,0,0,0,99845
1,134,155,0,0,0,0,0,99845
1,135,155,0,0,0,0,0,99845
1,136,155,0,0,0,0,0,99845
1,137,155,0,0,0,0,0,99845
1,138,155,0,0,0,0,0,99845
1,139,155,0,0,0,0,0,99845
1,140,155,0,0,0,0,0,99845
1,141,155,0,0,0,0,0,99845
1,142,155,0,0,0,0,0,99845
1,143,155,0,0,0,0,0,99845
1,144,155,0,0,0,0,0,99845
1,145,155,0,0,0,0,0,99845
1,146,155,0,0,0,0,0,99845
1,147,155,0,0,0,0,0,99845
1,148,155,0,0,0,0,0,99845
1,149,155,0,0,0,0,0,99845
1,150,155,0,0,0,0,0,99845
2,0,99900,100,0,0,0,0,0
2,1,99812,88,77,23,0,0,0
2,2,99661,151,119,46,19,4,0
2,3,99391,270,203,67,58,7,4
2,4,98921,470,344,129,107,18,11
2,5,98065,856,589,225,208,28,29
2,6,96552,1513,1068,377,372,61,57
2,7,93919,2633,1909,672,643,106,118
2,8,89537,4382,3392,1150,1139,176,224
2,9,82665,6872,5879,1895,1981,308,400
2,10,72808,9857,9656,3095,3331,545,708
2,11,59930,12878,14574,4939,5496,930,1253
2,12,45830,14100,20726,6726,8922,1513,2183
2,13,32519,13311,26065,8761,13394,2254,3696
2,14,21705,10814,29516,9860,18980,3175,5950
2,15,14173,7532,30115,10215,24740,4100,9125
2,16,9074,5099,28109,9538,29908,5047,13225
2,17,5884,3190,24828,8380,33860,5586,18272
2,18,3779,2105,21066,6952,36259,5981,23858
2,19,2526,1253,17423,5748,37035,6176,29839
2,20,1718,808,14052,4624,36774,6009,36015
2,21,1234,484,11143,3717,35416,5982,42024
2,22,913,321,8702,2925,33491,5642,48006
2,23,694,219,6803,2220,31229,5187,53648
2,24,543,151,5323,1699,28629,4820,58835
2,25,441,102,4099,1375,26032,4296,63655
2,26,380,61,3162,1039,23477,3930,67951
2,27,320,60,2444,779,21046,3470,71881
2,28,278,42,1867,637,18641,3184,75351
2,29,250,28,1395,514,16494,2784,78535
2,30,226,24,1091,332,14566,2442,81319
2,31,217,9,817,298,12743,2155,83761
2,32,202,15,604,222,11130,1911,85916
2,33,192,10,449,170,9667,1685,87827
2,34,182,10,356,103,8451,1386,89512
2,35,174,8,278,88,7397,1157,90898
2,36,168,6,218,68,6414,1071,92055
2,37,166,2,174,50,5539,943,93126
2,38,162,4,129,47,4776,813,94069
2,39,155,7,100,33,4113,710,94882
2,40,151,4,86,21,3529,617,95592
2,41,151,0,72,18,3033,517,96209
2,42,150,1,52,20,2615,436,96726
2,43,148,2,42,11,2273,362,97162
2,44,147,1,32,12,1956,328,97524
2,45,145,2,24,9,1685,283,97852
2,46,145,0,19,7,1443,251,98135
2,47,144,1,13,6,1248,202,98386
2,48,144,0,9,5,1092,162,98588
2,49,143,1,7,2,928,169,98750
2,50,142,1,6,2,800,130,98919
2,51,141,1,6,1,685,117,99049
2,52,141,0,5,2,591,95,99166
2,53,141,0,5,0,501,92,99261
2,54,141,0,5,0,433,68,99353
2,55,141,0,2,3,364,69,99421
2,56,141,0,2,0,314,53,99490
2,57,141,0,2,0,274,40,99543
2,58,141,0,1,1,231,43,99583
2,59,140,1,1,0,202,30,99626
2,60,140,0,1,1,181,21,99656
2,61,140,0,0,1,155,27,99677
2,62,140,0,0,0,130,26,99704
2,63,140,0,0,0,110,20,99730
2,64,140,0,0,0,93,17,99750
2,65,140,0,0,0,72,21,99767
2,66,140,0,0,0,63,9,99788
2,67,140,0,0,0,55,8,99797
2,68,140,0,0,0,48,7,99805
2,69,140,0,0,0,41,7,99812
2,70,140,0,0,0,34,7,99819
2,71,140,0,0,0,27,7,99826
2,72,140,0,0,0,24,3,99833
2,73,140,0,0,0,18,6,99836
2,74,140,0,0,0,15,3,99842
2,75,140,0,0,0,13,2,99845
2,76,140,0,0,0,11,2,99847
2,77,140,0,0,0,9,2,99849
2,78,140,0,0,0,8,1,99851
2,79,140,0,0,0,7,1,99852
2,80,140,0,0,0,7,0,99853
2,81,140,0,0,0,6,1,99853
2,82,140,0,0,0,5,1,99854
2,83,140,0,0,0,5,0,99855
2,84,140,0,0,0,5,0,99855
2,85,140,0,0,0,5,0,99855
2,86,140,0,0,0,5,0,99855
2,87,140,0,0,0,4,1,99855
2,88,140,0,0,0,3,1,99856
2,89,140,0,0,0,2,1,99857
2,90,140,0,0,0,2,0,99858
2,91,140,0,0,0,2,0,99858
2,92,140,0,0,0,2,0,99858
2,93,140,0,0,0,2,0,99858
2,94,140,0,0,0,2,0,99858
2,95,140,0,0,0,1,1,99858
2,96,140,0,0,0,0,1,99859
2,97,140,0,0,0,0,0,99860
2,98,140,0,0,0,0,0,99860
2,99,140,0,0,0,0,0,99860
2,100,140,0,0,0,0,0,99860
2,101,140,0,0,0,0,0,99860
2,102,140,0,0,0,0,0,99860
2,103,140,0,0,0,0,0,99860
2,104,140,0,0,0,0,0,99860
2,105,140,0,0,0,0,0,99860
2,106,140,0,0,0,0,0,99860
2,107,140,0,0,0,0,0,99860
2,108,140,0,0,0,0,0,99860
2,109,140,0,0,0,0,0,99860
2,110,140,0,0,0,0,0,99860
2,111,140,0,0,0,0,0,99860
2,112,140,0,0,0,0,0,99860
2,113,140,0,0,0,0,0,99860
2,114,140,0,0,0,0,0,99860
2,115,140,0,0,0,0,0,99860
2,116,140,0,0,0,0,0,99860
2,117,140,0,0,0,0,0,99860
2,118,140,0,0,0,0,0,99860
2,119,140,0,0,0,0,0,99860
2,120,140,0,0,0,0,0,99860
2,121,140,0,0,0,0,0,99860
2,122,140,0,0,0,0,0,99860
2,123,140,0,0,0,0,0,99860
2,124,140,0,0,0,0,0,99860
2,125,140,0,0,0,0,0,99860
2,126,140,0,0,0,0,0,99860
2,127,140,0,0,0,0,0,99860
2,128,140,0,0,0,0,0,99860
2,129,140,0,0,0,0,0,99860
2,130,140,0,0,0,0,0,99860
2,131,140,0,0,0,0,0,99860
2,132,140,0,0,0,0,0,99860
2,133,140,0,0,0,0,0,99860
2,134,140,0,0,0,0,0,99860
2,135,140,0,0,0,0,0,99860
2,136,140,0,0,0,0,0,99860
2,137,140,0,0,0,0,0,99860
2,138,140,0,0,0,0,0,99860
2,139,140,0,0,0,0,0,99860
2,140,140,0,0,0,0,0,99860
2,141,140,0,0,0,0,0,99860
2,142,140,0,0,0,0,0,99860
2,143,140,0,0,0,0,0,99860
2,144,140,0,0,0,0,0,99860
2,145,140,0,0,0,0,0,99860
2,146,140,0,0,0,0,0,99860
2,147,140,0,0,0,0,0,99860
2,148,140,0,0,0,0,0,99860
2,149,140,0,0,0,0,0,99860
2,150,140,0,0,0,0,0,99860
3,0,99900,100,0,0,0,0,0
3,1,99817,83,74,26,0,0,0
3,2,99674,143,118,39,26,0,0
3,3,99404,270,196,65,58,7,0
3,4,98943,461,357,109,112,11,7
3,5,98104,839,617,201,187,34,18
3,6,96650,1454,1112,344,334,54,52
3,7,94141,2509,1953,613,592,86,106
3,8,89930,4211,3346,1116,1011,194,192
3,9,83309,6621,5576,1981,1847,280,386
3,10,73619,9690,9235,2962,3264,564,666
3,11,61200,12419,14190,4735,5369,857,1230
3,12,46988,14212,19987,6622,8717,1387,2087
3,13,33510,13478,25589,8610,13155,2184,3474
3,14,22585,10925,29275,9792,18779,2986,5658
3,15,14672,7913,30231,9969,24353,4218,8644
3,16,9190,5482,28492,9652,29285,5037,12862
3,17,5849,3341,25465,8509,33396,5541,17899
3,18,3728,2121,21605,7201,35978,5927,23440
3,19,2512,1216,17890,5836,37107,6072,29367
3,20,1766,746,14365,4741,36713,6230,35439
3,21,1262,504,11376,3735,35475,5979,41669
3,22,935,327,8886,2994,33592,5618,47648
3,23,706,229,6886,2327,31494,5092,53266
3,24,565,141,5384,1731,28846,4975,58358
3,25,472,93,4120,1405,26137,4440,63333
3,26,400,72,3162,1051,23587,3955,67773
3,27,348,52,2433,801,21178,3460,71728
3,28,308,40,1891,594,18841,3138,75188
3,29,273,35,1439,492,16649,2786,78326
3,30,250,23,1098,376,14728,2413,81112
3,31,235,15,820,301,12972,2132,83525
3,32,215,20,618,217,11371,1902,85657
3,33,204,11,480,158,9994,1594,87559
