"sim_num","mean_gi","sd_gi","median_gi","n_gi"
1,2.099769099488,1.73908038837601,1,49805
2,2.10519449239292,1.74102414811202,2,49822
3,2.10656199677939,1.78067226389593,1,49680
4,2.08498043543694,1.71193227709551,1,49835
5,2.10690391745929,1.79469308119957,1,49624
6,2.1057342263521,1.78245397847092,2,49719
7,2.09517222021733,1.77019008551119,1,49878
8,2.09712807348281,1.69688448455821,2,49862
9,2.09083241289286,1.73730781449691,1,49795
10,2.08029035630982,1.69197213724166,2,49732
11,2.08858322973894,1.71908088614724,1,49874
12,2.09275216428428,1.77915392496042,1,49670
13,2.11050899165061,1.76883765637119,2,49824
14,2.1023325960185,1.75000670443304,1,49730
15,2.10567341690775,1.7746026660472,2,49776
16,2.09175857228795,1.74785765214427,1,49870
17,2.08732524878127,1.74403209061366,1,49642
18,2.10674597592589,1.74110568455232,2,49763
19,2.08752708885143,1.73566861383181,1,49836
20,2.10471497816769,1.76326817979955,2,49926
21,2.09857427255726,1.76142385542781,2,49729
22,2.10247917293988,1.75543162954562,2,49815
23,2.09030133906165,1.7412748883614,1,49811
24,2.10593797579934,1.73888940173807,2,49916
25,2.10951216579148,1.78031888045337,1,49894
26,2.10883179446006,1.77639564432733,2,49820
27,2.10545016561277,1.77612968387824,1,49815
28,2.11101528340487,1.7679564543271,2,49858
29,2.09133861433914,1.73319410702772,1,49738
30,2.09464196294442,1.76601725253318,1,49925
31,2.08530120481928,1.74183508037253,1,49800
32,2.1035405351036,1.77364885743623,1,49710
33,2.10128917136155,1.75837242603079,1,49877
34,2.10304935808292,1.74816269604329,2,49617
35,2.10174196403428,1.78767209280497,1,49714
36,2.09757767351952,1.75560189819077,1,49663
37,2.09759125402959,1.74077049940475,2,49943
38,2.1019104441632,1.76619662740977,1,49779
39,2.10069722711973,1.76168163531832,1,49912
40,2.09107888817481,1.73353993799915,1,49792
41,2.08655524568127,1.6957753703081,1,49841
42,2.10225080385852,1.75218523453506,2,49760
43,2.09576131852268,1.74754967331429,1,49874
44,2.09472308774751,1.74602466739826,1,49745
45,2.09143867261259,1.71464065937823,2,49782
46,2.09905774341628,1.73264143628074,1.5,49668
47,2.09679170184537,1.74430969218593,2,49746
48,2.08419956338,1.70647996973549,1,49929
49,2.09901548249411,1.75765014010226,2,49669
50,2.10566762728146,1.75140686298727,2,49968
51,2.0983978933403,1.74429443231939,2,49747
52,2.10504235416918,1.7503369200167,2,49818
53,2.10296067167477,1.78087675503145,2,49786
54,2.09623137247037,1.74805142356606,2,49859
55,2.10245515582724,1.76971313499623,2,49895
56,2.08603100650655,1.72795566190731,1,49796
57,2.09433507916441,1.74061210795852,1,49833
58,2.09970193442557,1.77318253811944,1,49989
59,2.1061580512903,1.76962429832779,1,49756
60,2.09313863335074,1.77389773940311,1,49786
61,2.09479195923444,1.78127433835573,1,49846
62,2.08302768933134,1.69565113832222,2,49622
63,2.096702281491,1.7500713884659,2,49792
64,2.09586949533912,1.75238954757034,1,49776
65,2.0885276786788,1.7305977862805,1,49894
66,2.11130099117393,1.77315303623584,2,49739
67,2.10243560188433,1.76227583279821,2,49885
68,2.08781132377673,1.72559947433838,1,49948
69,2.10948993126733,1.74349167659879,2,49758
70,2.08733274577358,1.74664328333456,1,49924
71,2.10380512019856,1.77778743853177,1,49959
72,2.09532153142811,1.74487454869459,1,49653
73,2.09594258680138,1.73703103118831,1,49884
74,2.09732110534572,1.77365019743245,1,49722
75,2.09506724659758,1.73037254286161,2,49891
76,2.09805177902809,1.76551198425249,1,49943
77,2.10674765455858,1.78349504470683,1,49884
78,2.10853849552191,1.78588799652576,1,49798
79,2.10781871509502,1.79615015858106,1,49778
80,2.10092889238147,1.74609056338509,1,49629
81,2.10385863685539,1.76363376004194,1,49914
82,2.10074522216435,1.75133622185107,2,49918
83,2.09331537904976,1.77165875102369,1,49756
84,2.09611870770837,1.75713522266195,1,49803
85,2.09133611691023,1.75199472309343,1,49816
86,2.10471404161222,1.76584145804377,1,49745
87,2.08105075440319,1.69838920823991,1,49907
88,2.09978107614132,1.77262763073232,1,49789
89,2.10769694533762,1.77764686543238,1,49760
90,2.1025095362377,1.74784486719393,2,49810
91,2.10233015160022,1.75416111596824,1,49868
92,2.11068915893828,1.74785753568695,2,50032
93,2.0964051630544,1.73534284412067,1,49738
94,2.10358158727615,1.7442001956408,2,49922
95,2.10227341253091,1.73333641030869,2,49749
96,2.09101512226512,1.73227757605741,1,49728
97,2.08878598348168,1.72005769030427,1,49884
98,2.08354907981616,1.721166145527,1,49827
99,2.08634756048549,1.74587720762203,1,49764
100,2.11623664321084,1.74552963186622,2,49881
