"source_exposure_date","mean_rt","ci_lower","ci_upper","n"
58,0.0569567627100137,0.0167519525989766,0.104622047244094,100
59,0.0541866223943391,0.0108721412489631,0.101419373719637,100
60,0.0534113797487511,0.0126689189189189,0.123550724637681,100
61,0.0509318839421602,0,0.11543956043956,100
62,0.0556363032478936,0,0.120833333333333,100
63,0.0465407002937319,0,0.122253834735279,100
64,0.0541456385595593,0,0.137186520376176,100
65,0.0485729192640913,0,0.15916149068323,100
66,0.0459636115084521,0,0.134370314842579,100
67,0.0543495119715112,0,0.1696875,100
68,0.0487431716225499,0,0.163897058823529,100
69,0.0475861884507261,0,0.148626373626374,100
70,0.0480527636539886,0,0.2,100
71,0.0492863365994171,0,0.203030303030303,100
72,0.0565133126677244,0,0.2,100
73,0.0448184454434454,0,0.22625,100
74,0.0531002135119782,0,0.25,100
75,0.0496908369408369,0,0.293749999999999,100
76,0.0688919968919969,0,0.345714285714285,100
77,0.0408128908128908,0,0.212222222222222,99
78,0.0494135966074742,0,0.371666666666667,98
79,0.0535233285233285,0,0.5,99
80,0.0460571884256095,0,0.376666666666666,95
81,0.0496031746031746,0,0.591666666666666,99
82,0.0578301423662248,0,0.5,97
83,0.0437399678972713,0,0.5,89
84,0.0374531835205993,0,0.5,89
85,0.0386904761904762,0,0.335714285714285,80
86,0.04375,0,0.612499999999997,72
87,0.0772946859903382,0,1,69
88,0.0572139303482587,0,0.5,67
89,0.0542222222222222,0,0.574999999999996,75
90,0.0580808080808081,0,0.6875,66
91,0.0363636363636364,0,0.649999999999999,55
92,0,0,0,50
93,0.0980392156862745,0,1,51
94,0.0425531914893617,0,0.850000000000001,47
95,0.05,0,1,40
96,0.0303030303030303,0,0.200000000000003,33
97,0,0,0,33
98,0.0161290322580645,0,0.125,31
99,0.0476190476190476,0,0.5,21
100,0,0,0,16
101,0.0384615384615385,0,0.35,13
102,0.0625,0,0.625,16
103,0.1,0,0.762499999999999,20
104,0.230769230769231,0,1,13
105,0.0833333333333333,0,0.725,12
106,0,0,0,13
107,0,0,0,7
108,0,0,0,6
109,0.0769230769230769,0,0.699999999999999,13
110,0,0,0,6
111,0,0,0,3
112,0,0,0,5
113,0,0,0,4
114,0,0,0,8
115,0,0,0,5
116,0,0,0,2
117,0,0,0,1
118,0,0,0,1
119,0,0,0,1
120,0,0,0,1
122,0,0,0,1
123,0,0,0,2
125,0,0,0,2
126,0,0,0,1
137,0,0,0,1
143,0,0,0,1
