"source_exposure_date","mean_rt","ci_lower","ci_upper","n"
0,2.9806,2.32375,3.63625,100
2,3.06783977009403,1.4475,5.25555555555555,100
3,3.06400973056311,1.8059375,4.45681818181818,100
4,3.02433813956818,1.71858695652174,4.50833333333333,100
5,3.00292787043215,1.93764076576577,4.44940392706872,100
6,3.02937939468844,1.97162162162162,4.65587284482758,100
7,2.94036001939282,1.95355787476281,4.20930434782609,100
8,2.98373844341878,2.16102702702703,4.09343792172739,100
9,2.8500604079612,2.11926569797613,3.61316067653277,100
10,2.97329760017521,2.1546875,3.73615221987315,100
11,2.85854994757198,2.03251329787234,3.75989304812834,100
12,2.92981350583846,2.32221153846154,3.62900497512438,100
13,2.85733713080265,2.35479403409091,3.59937371134021,100
14,2.93802840251339,2.38356164383562,3.51342799188641,100
15,2.81696766393197,2.21695143884892,3.55343660968661,100
16,2.81718108489363,2.29385481023831,3.37016374714395,100
17,2.79394014634876,2.21709633207153,3.31384400705053,100
18,2.80388413239526,2.34864350309376,3.37599067599068,100
19,2.77545621712227,2.29359337509997,3.20396702063369,100
20,2.76633663096087,2.5,3.13003691983122,100
21,2.7281114235619,2.35145228215768,3.10186974917813,100
22,2.69571073512251,2.30458333333333,3.10730560200669,100
23,2.67337414887787,2.32736228235151,2.95829441531521,100
24,2.62740184535837,2.3527745463006,2.91614559239995,100
25,2.58805653179368,2.29167029835736,2.91567839329301,100
26,2.55893508474634,2.28977752631898,2.7855965589864,100
27,2.51390632329748,2.28642747879294,2.78992256322819,100
28,2.45937617371915,2.24344185833129,2.70487889797154,100
29,2.43428561215082,2.225155785933,2.65090363937138,100
30,2.36639114268565,2.1526946309994,2.6122304389313,100
31,2.33209125226228,2.14388963642331,2.53101495726496,100
32,2.26148850678132,2.04254639772299,2.42196079415382,100
33,2.21080041916665,2.04083812030797,2.43634080927353,100
34,2.13699908697258,1.98902927084063,2.32180126048748,100
35,2.07037433306693,1.92229896599361,2.24450673461959,100
36,1.995079981032,1.83520758826163,2.18045678718099,100
37,1.93775534266279,1.7804055832881,2.1150806992883,100
38,1.87003126855039,1.7176717267777,2.02334136416789,100
39,1.78735492201133,1.64404912612143,1.96469293531366,100
40,1.7166801064459,1.5640009929889,1.88996790953545,100
41,1.64007267380382,1.45997115384615,1.7914644573038,100
42,1.55636255983002,1.39791402953586,1.71780088205911,100
43,1.48231455227133,1.30227297253948,1.61298828868939,100
44,1.40095977980046,1.23484423571527,1.56382657623902,100
45,1.32142008393036,1.1671170485228,1.4613577497082,100
46,1.24336443362877,1.10773442468682,1.37898373043411,100
47,1.17509642183469,1.03504674817781,1.32173680804825,100
48,1.10363823476049,0.962923495505567,1.24871811944268,100
49,1.03309832999343,0.887338143404235,1.16552905810769,100
50,0.966554249905592,0.831678531260337,1.09016970626459,100
51,0.898317208928763,0.777681287141988,1.02257154734302,100
52,0.836677638182134,0.720965095048345,0.95193116854519,100
53,0.781218193177481,0.668964340241652,0.886939253602727,100
54,0.730369315473365,0.645038322110771,0.840312803018858,100
55,0.680770567206274,0.587746629485391,0.777755465950019,100
56,0.63214995770076,0.539895790324739,0.725690525585849,100
57,0.594471952855033,0.505833651854174,0.674357109699831,100
58,0.552250348609173,0.467400633178332,0.640040109985011,100
59,0.517449319965049,0.458158016072042,0.590450917846448,100
60,0.481717447587866,0.409798140954495,0.555019004035225,100
61,0.45598228050506,0.391372783180349,0.521543102356981,100
62,0.430169129812935,0.370534450725382,0.490884218690228,100
63,0.406078223221209,0.361480694945172,0.456073985680191,100
64,0.385757230112606,0.329866885773871,0.434642757004402,100
65,0.365355836266109,0.310646428491029,0.407164710566885,100
66,0.347916923452722,0.306742390102012,0.394326251624759,100
67,0.327839365013455,0.28151727060818,0.37050703233402,100
68,0.313716990158938,0.270682150298913,0.352954377353416,100
69,0.305229432454531,0.255338779170322,0.344177835643716,100
70,0.290374955697128,0.250085772436519,0.338129756209896,100
71,0.279098021326318,0.239231092303791,0.317980984340045,100
72,0.270681350560556,0.226936442385173,0.310489504987884,100
73,0.266620792131268,0.224727944034201,0.309746093432414,100
74,0.258770176534389,0.221951451110245,0.302655386413842,100
75,0.256602603167317,0.211946633656324,0.291609723311303,100
76,0.246517538801677,0.1957138177053,0.287696467195386,100
77,0.237492591582478,0.192296115517592,0.287291366435215,100
78,0.236095891697114,0.184249592111289,0.28246013667426,100
79,0.234624675955557,0.188241375616027,0.293209384196485,100
80,0.222356885352535,0.169443323780641,0.279863183865013,100
81,0.22491799517374,0.172528503893215,0.272753378378378,100
82,0.223455767389557,0.163369684415743,0.30343823223119,100
83,0.222253428203251,0.1602869389213,0.294004375428964,100
84,0.219492245308212,0.155259420289855,0.297606442892543,100
85,0.21314728382167,0.143647122108661,0.286434564173638,100
86,0.21213232329933,0.131495187994454,0.285305555555555,100
87,0.212214327388265,0.132954545454545,0.276767676767677,100
88,0.21633168111368,0.136801457827143,0.317573623559539,100
89,0.209477743376002,0.13422806766055,0.293623564789502,100
90,0.208208738221538,0.120542852574352,0.303129187885285,100
91,0.198640144640198,0.112702156334232,0.303048406862745,100
92,0.204990893684085,0.126892037302726,0.330926327193933,100
93,0.204764083272639,0.133045977011494,0.301717758985201,100
94,0.205269060960412,0.116810126582278,0.301163934426229,100
95,0.204503148961199,0.0955479452054794,0.327106643356643,100
96,0.204618170517415,0.100608519269777,0.313228597449909,100
97,0.180150500149828,0.0689285714285714,0.306269592476489,100
98,0.18818093630467,0.0537277701778386,0.325482625482625,100
99,0.192947129114993,0.0844642857142857,0.333749290981282,100
100,0.198853534621104,0.0753787878787879,0.333333333333333,100
101,0.181311717556471,0.0506089743589744,0.338333333333333,100
102,0.205940484699761,0.0434782608695652,0.350083426028921,100
103,0.201354708061183,0.0581395348837209,0.376773648648649,100
104,0.197427066665692,0.04875,0.393106407322654,100
105,0.203373492016468,0,0.436904761904762,100
106,0.191525549454483,0,0.438684210526315,100
107,0.187306640020374,0,0.49111111111111,100
108,0.195014134538772,0,0.4484375,100
109,0.196998520103608,0,0.453418803418803,100
110,0.183518313512963,0,0.478409090909091,100
111,0.183524802135466,0,0.542132867132867,100
112,0.198465852526275,0,0.5,100
113,0.191317821067821,0,0.523863636363636,100
114,0.194009936958466,0,0.613125,100
115,0.210727966477966,0,0.652083333333332,100
116,0.195890692640693,0,0.5,100
117,0.182997835497835,0,0.523863636363636,100
118,0.199722582972583,0,0.75,100
119,0.204139519291034,0,0.666666666666667,99
120,0.18128784159712,0,0.765714285714285,97
121,0.166697802197802,0,0.75,100
122,0.200819093187514,0,0.75,95
123,0.234235209235209,0,1,99
124,0.172420634920635,0,1,96
125,0.171228070175439,0,0.666666666666667,95
126,0.171624803767661,0,1,91
127,0.180193615907902,0,1,91
128,0.161044176706827,0,0.983333333333334,83
129,0.223574368018812,0,1,81
130,0.209036144578313,0,1,83
131,0.15078431372549,0,1,85
132,0.169105691056911,0,1,82
133,0.0802816901408451,0,1,71
134,0.15,0,1,70
135,0.19047619047619,0,1,63
136,0.128654970760234,0,1,57
137,0.166666666666667,0,1,56
138,0.06,0,0.5,50
139,0.236842105263158,0,1.8,57
140,0.0674603174603175,0,0.987500000000001,42
