"id","date","susceptible_to_susceptible","susceptible_to_exposed","exposed_to_exposed","exposed_to_infected","infected_to_infected","infected_to_recovered","recovered_to_recovered"
1,0,99900,100,0,0,0,0,0
1,1,99900,0,69,31,0,0,0
1,2,99873,27,55,14,26,5,0
1,3,99846,27,57,25,38,2,5
1,4,99799,47,58,26,52,11,7
1,5,99736,63,70,35,73,5,18
1,6,99644,92,102,31,94,14,23
1,7,99550,94,143,51,108,17,37
1,8,99431,119,197,40,130,29,54
1,9,99308,123,244,72,147,23,83
1,10,99177,131,274,93,186,33,106
1,11,98973,204,304,101,237,42,139
1,12,98753,220,387,121,295,43,181
1,13,98474,279,438,169,361,55,224
1,14,98049,425,533,184,444,86,279
1,15,97631,418,733,225,534,94,365
1,16,97112,519,864,287,661,98,459
1,17,96462,650,1058,325,826,122,557
1,18,95667,795,1257,451,993,158,679
1,19,94710,957,1558,494,1209,235,837
1,20,93627,1083,1908,607,1477,226,1072
1,21,92286,1341,2233,758,1792,292,1298
1,22,90590,1696,2685,889,2185,365,1590
1,23,88635,1955,3292,1089,2645,429,1955
1,24,86302,2333,3977,1270,3190,544,2384
1,25,83680,2622,4727,1583,3799,661,2928
1,26,80618,3062,5569,1780,4606,776,3589
1,27,77090,3528,6458,2173,5480,906,4365
1,28,73008,4082,7500,2486,6559,1094,5271
1,29,68576,4432,8649,2933,7688,1357,6365
1,30,63678,4898,9858,3223,9113,1508,7722
1,31,58741,4937,11037,3719,10529,1807,9230
1,32,53280,5461,11966,4008,12204,2044,11037
1,33,47702,5578,13049,4378,13916,2296,13081
1,34,42174,5528,13982,4645,15695,2599,15377
1,35,36901,5273,14611,4899,17419,2921,17976
1,36,31847,5054,14859,5025,19154,3164,20897
1,37,27178,4669,14870,5043,20750,3429,24061
1,38,22903,4275,14603,4936,22139,3654,27490
1,39,19177,3726,14187,4691,23144,3931,31144
1,40,15862,3315,13287,4626,23912,3923,35075
1,41,13148,2714,12381,4221,24387,4151,38998
1,42,10927,2221,11392,3703,24485,4123,43149
1,43,9097,1830,10234,3379,24241,3947,47272
1,44,7561,1536,9038,3026,23734,3886,51219
1,45,6331,1230,7894,2680,23033,3727,55105
1,46,5352,979,6913,2211,22022,3691,58832
1,47,4586,766,6002,1890,20692,3541,62523
1,48,3943,643,5073,1695,19229,3353,66064
1,49,3415,528,4263,1453,17965,2959,69417
1,50,2982,433,3588,1203,16610,2808,72376
1,51,2628,354,3073,948,15243,2570,75184
1,52,2363,265,2575,852,13935,2256,77754
1,53,2118,245,2156,684,12722,2065,80010
1,54,1939,179,1844,557,11432,1974,82075
1,55,1795,144,1505,518,10260,1729,84049
1,56,1655,140,1238,411,9278,1500,85778
1,57,1542,113,1015,363,8289,1400,87278
1,58,1449,93,836,292,7458,1194,88678
1,59,1374,75,692,237,6635,1115,89872
1,60,1305,69,568,199,5870,1002,90987
1,61,1263,42,463,174,5163,906,91989
1,62,1217,46,386,119,4578,759,92895
1,63,1180,37,331,101,4041,656,93654
1,64,1145,35,272,96,3518,624,94310
1,65,1107,38,234,73,3104,510,94934
1,66,1083,24,219,53,2730,447,95444
1,67,1059,24,183,60,2327,456,95891
1,68,1044,15,160,47,2062,325,96347
1,69,1027,17,131,44,1833,276,96672
1,70,1017,10,102,46,1608,269,96948
1,71,1007,10,91,21,1407,247,97217
1,72,999,8,75,26,1228,200,97464
1,73,989,10,58,25,1067,187,97664
1,74,981,8,49,19,960,132,97851
1,75,978,3,44,13,853,126,97983
1,76,975,3,32,15,747,119,98109
1,77,970,5,26,9,642,120,98228
1,78,970,0,24,7,554,97,98348
1,79,966,4,20,4,471,90,98445
1,80,963,3,20,4,420,55,98535
1,81,960,3,19,4,369,55,98590
1,82,956,4,18,4,315,58,98645
1,83,955,1,15,7,281,38,98703
1,84,955,0,12,4,248,40,98741
1,85,952,3,6,6,217,35,98781
1,86,951,1,7,2,188,35,98816
1,87,949,2,5,3,161,29,98851
1,88,949,0,5,2,143,21,98880
1,89,949,0,4,1,124,21,98901
1,90,948,1,3,1,110,15,98922
1,91,948,0,4,0,100,11,98937
1,92,947,1,3,1,86,14,98948
1,93,947,0,3,1,75,12,98962
1,94,946,1,3,0,67,9,98974
1,95,945,1,3,1,58,9,98983
1,96,945,0,3,1,50,9,98992
1,97,944,1,2,1,41,10,99001
1,98,944,0,2,1,31,11,99011
1,99,944,0,2,0,27,5,99022
1,100,944,0,1,1,24,3,99027
1,101,943,1,1,0,25,0,99030
1,102,942,1,2,0,22,3,99030
1,103,942,0,2,1,17,5,99033
1,104,942,0,1,1,16,2,99038
1,105,942,0,1,0,13,4,99040
1,106,942,0,1,0,11,2,99044
1,107,942,0,1,0,10,1,99046
1,108,942,0,1,0,10,0,99047
1,109,942,0,1,0,7,3,99047
1,110,942,0,1,0,7,0,99050
1,111,942,0,1,0,6,1,99050
1,112,942,0,0,1,3,3,99051
1,113,942,0,0,0,3,1,99054
1,114,942,0,0,0,3,0,99055
1,115,942,0,0,0,2,1,99055
1,116,942,0,0,0,2,0,99056
1,117,942,0,0,0,2,0,99056
1,118,942,0,0,0,2,0,99056
1,119,942,0,0,0,2,0,99056
1,120,942,0,0,0,2,0,99056
1,121,942,0,0,0,2,0,99056
1,122,942,0,0,0,1,1,99056
1,123,942,0,0,0,1,0,99057
1,124,942,0,0,0,0,1,99057
1,125,942,0,0,0,0,0,99058
1,126,942,0,0,0,0,0,99058
1,127,942,0,0,0,0,0,99058
1,128,942,0,0,0,0,0,99058
1,129,942,0,0,0,0,0,99058
1,130,942,0,0,0,0,0,99058
1,131,942,0,0,0,0,0,99058
1,132,942,0,0,0,0,0,99058
1,133,942,0,0,0,0,0,99058
1,134,942,0,0,0,0,0,99058
1,135,942,0,0,0,0,0,99058
1,136,942,0,0,0,0,0,99058
1,137,942,0,0,0,0,0,99058
1,138,942,0,0,0,0,0,99058
1,139,942,0,0,0,0,0,99058
1,140,942,0,0,0,0,0,99058
1,141,942,0,0,0,0,0,99058
1,142,942,0,0,0,0,0,99058
1,143,942,0,0,0,0,0,99058
1,144,942,0,0,0,0,0,99058
1,145,942,0,0,0,0,0,99058
1,146,942,0,0,0,0,0,99058
1,147,942,0,0,0,0,0,99058
1,148,942,0,0,0,0,0,99058
1,149,942,0,0,0,0,0,99058
1,150,942,0,0,0,0,0,99058
2,0,99900,100,0,0,0,0,0
2,1,99900,0,71,29,0,0,0
2,2,99878,22,52,19,26,3,0
2,3,99848,30,52,22,37,8,3
2,4,99801,47,60,22,50,9,11
2,5,99738,63,82,25,56,16,20
2,6,99678,60,111,34,68,13,36
2,7,99599,79,133,38,89,13,49
2,8,99507,92,175,37,110,17,62
2,9,99407,100,196,71,133,14,79
2,10,99253,154,240,56,181,23,93
2,11,99097,156,304,90,198,39,116
2,12,98895,202,337,123,240,48,155
2,13,98618,277,414,125,311,52,203
2,14,98295,323,526,165,362,74,255
2,15,97917,378,638,211,447,80,329
2,16,97484,433,769,247,560,98,409
2,17,96937,547,955,247,687,120,507
2,18,96303,634,1127,375,798,136,627
2,19,95475,828,1311,450,1026,147,763
2,20,94451,1024,1583,556,1289,187,910
2,21,93260,1191,1955,652,1590,255,1097
2,22,91781,1479,2355,791,1926,316,1352
2,23,90040,1741,2919,915,2339,378,1668
2,24,87963,2077,3424,1236,2803,451,2046
2,25,85430,2533,4086,1415,3495,544,2497
2,26,82525,2905,4952,1667,4228,682,3041
2,27,79238,3287,5799,2058,5043,852,3723
2,28,75437,3801,6839,2247,6008,1093,4575
2,29,71242,4195,8045,2595,7065,1190,5668
2,30,66618,4624,9152,3088,8328,1332,6858
2,31,61678,4940,10361,3415,9794,1622,8190
2,32,56422,5256,11477,3824,11325,1884,9812
2,33,50870,5552,12563,4170,12975,2174,11696
2,34,45253,5617,13570,4545,14625,2520,13870
2,35,39750,5503,14380,4807,16399,2771,16390
2,36,34461,5289,14754,5129,18113,3093,19161
2,37,29457,5004,14954,5089,19920,3322,22254
2,38,24936,4521,14996,4962,21412,3597,25576
2,39,20962,3974,14627,4890,22635,3739,29173
2,40,17425,3537,14019,4582,23523,4002,32912
2,41,14439,2986,13093,4463,24048,4057,36914
2,42,11959,2480,12100,3979,24476,4035,40971
2,43,9910,2049,10970,3610,24441,4014,45006
2,44,8218,1692,9804,3215,24052,3999,49020
2,45,6892,1326,8582,2914,23454,3813,53019
2,46,5787,1105,7445,2463,22499,3869,56832
2,47,4922,865,6405,2145,21339,3623,60701
2,48,4284,638,5379,1891,20059,3425,64324
2,49,3694,590,4537,1480,18730,3220,67749
2,50,3244,450,3839,1288,17332,2878,70969
2,51,2880,364,3220,1069,16030,2590,73847
2,52,2542,338,2689,895,14628,2471,76437
2,53,2274,268,2305,722,13299,2224,78908
2,54,2048,226,1919,654,12020,2001,81132
2,55,1887,161,1605,540,10839,1835,83133
2,56,1741,146,1330,436,9742,1637,84968
2,57,1608,133,1110,366,8739,1439,86605
2,58,1493,115,938,305,7808,1297,88044
2,59,1403,90,787,266,6902,1211,89341
2,60,1324,79,670,207,6138,1030,90552
2,61,1272,52,549,200,5438,907,91582
2,62,1230,42,456,145,4856,782,92489
2,63,1183,47,367,131,4312,689,93271
2,64,1143,40,313,101,3819,624,93960
2,65,1118,25,258,95,3359,561,94584
2,66,1087,31,205,78,2930,524,95145
2,67,1061,26,176,60,2568,440,95669
2,68,1038,23,152,50,2250,378,96109
2,69,1016,22,132,43,1975,325,96487
2,70,1004,12,113,41,1734,284,96812
2,71,995,9,94,31,1538,237,97096
2,72,985,10,78,25,1313,256,97333
2,73,972,13,70,18,1128,210,97589
2,74,965,7,62,21,979,167,97799
2,75,958,7,47,22,838,162,97966
2,76,955,3,43,11,754,106,98128
2,77,951,4,33,13,660,105,98234
2,78,941,10,24,13,568,105,98339
2,79,931,10,24,10,494,87,98444
2,80,927,4,26,8,431,73,98531
2,81,922,5,20,10,375,64,98604
2,82,921,1,15,10,334,51,98668
2,83,919,2,14,2,299,45,98719
2,84,918,1,11,5,257,44,98764
2,85,914,4,6,6,218,44,98808
2,86,911,3,9,1,190,34,98852
2,87,909,2,7,5,156,35,98886
2,88,909,0,6,3,144,17,98921
2,89,906,3,5,1,127,20,98938
2,90,906,0,5,3,117,11,98958
2,91,905,1,5,0,102,18,98969
2,92,903,2,5,1,87,15,98987
2,93,902,1,6,1,76,12,99002
2,94,902,0,5,2,65,12,99014
2,95,902,0,4,1,57,10,99026
2,96,901,1,2,2,54,4,99036
2,97,901,0,2,1,51,5,99040
2,98,900,1,1,1,46,6,99045
2,99,900,0,1,1,44,3,99051
2,100,900,0,1,0,42,3,99054
2,101,900,0,1,0,35,7,99057
2,102,899,1,0,1,30,5,99064
2,103,898,1,1,0,30,1,99069
2,104,897,1,1,1,27,3,99070
2,105,897,0,2,0,26,2,99073
2,106,897,0,2,0,24,2,99075
2,107,897,0,2,0,20,4,99077
2,108,897,0,2,0,17,3,99081
2,109,897,0,0,2,15,2,99084
2,110,897,0,0,0,14,3,99086
2,111,897,0,0,0,14,0,99089
2,112,897,0,0,0,12,2,99089
2,113,897,0,0,0,9,3,99091
2,114,897,0,0,0,6,3,99094
2,115,897,0,0,0,6,0,99097
2,116,897,0,0,0,6,0,99097
2,117,897,0,0,0,6,0,99097
2,118,897,0,0,0,4,2,99097
2,119,897,0,0,0,4,0,99099
2,120,897,0,0,0,2,2,99099
2,121,897,0,0,0,2,0,99101
2,122,897,0,0,0,1,1,99101
2,123,897,0,0,0,0,1,99102
2,124,897,0,0,0,0,0,99103
2,125,897,0,0,0,0,0,99103
2,126,897,0,0,0,0,0,99103
2,127,897,0,0,0,0,0,99103
2,128,897,0,0,0,0,0,99103
2,129,897,0,0,0,0,0,99103
2,130,897,0,0,0,0,0,99103
2,131,897,0,0,0,0,0,99103
2,132,897,0,0,0,0,0,99103
2,133,897,0,0,0,0,0,99103
2,134,897,0,0,0,0,0,99103
2,135,897,0,0,0,0,0,99103
2,136,897,0,0,0,0,0,99103
2,137,897,0,0,0,0,0,99103
2,138,897,0,0,0,0,0,99103
2,139,897,0,0,0,0,0,99103
2,140,897,0,0,0,0,0,99103
2,141,897,0,0,0,0,0,99103
2,142,897,0,0,0,0,0,99103
2,143,897,0,0,0,0,0,99103
2,144,897,0,0,0,0,0,99103
2,145,897,0,0,0,0,0,99103
2,146,897,0,0,0,0,0,99103
2,147,897,0,0,0,0,0,99103
2,148,897,0,0,0,0,0,99103
2,149,897,0,0,0,0,0,99103
2,150,897,0,0,0,0,0,99103
3,0,99900,100,0,0,0,0,0
3,1,99900,0,79,21,0,0,0
3,2,99879,21,56,23,16,5,0
3,3,99853,26,61,16,36,3,5
3,4,99818,35,74,13,44,8,8
3,5,99775,43,83,26,46,11,16
3,6,99732,43,103,23,64,8,27
3,7,99656,76,115,31,78,9,35
3,8,99574,82,138,53,99,10,44
3,9,99456,118,162,58,125,27,54
3,10,99309,147,213,67,154,29,81
3,11,99133,176,275,85,188,33,110
3,12,98929,204,325,126,244,29,143
3,13,98640,289,408,121,316,54,172
3,14,98336,304,526,171,377,60,226
3,15,97950,386,614,216,476,72,286
3,16,97496,454,736,264,596,96,358
3,17,96931,565,909,281,747,113,454
3,18,96204,727,1116,358,884,144,567
3,19,95369,835,1389,454,1054,188,711
3,20,94331,1038,1658,566,1342,166,899
3,21,93045,1286,2009,687,1651,257,1065
3,22,91443,1602,2488,807,1998,340,1322
3,23,89747,1696,3066,1024,2407,398,1662
3,24,87483,2264,3572,1190,2969,462,2060
3,25,85004,2479,4318,1518,3544,615,2522
3,26,82060,2944,5112,1685,4342,720,3137
3,27,78695,3365,6038,2018,5122,905,3857
3,28,74811,3884,7002,2401,6120,1020,4762
3,29,70604,4207,8131,2755,7305,1216,5782
3,30,65717,4887,9187,3151,8621,1439,6998
3,31,60643,5074,10527,3547,10153,1619,8437
3,32,55160,5483,11752,3849,11713,1987,10056
3,33,49666,5494,12947,4288,13358,2204,12043
3,34,44129,5537,13830,4611,15039,2607,14247
3,35,38605,5524,14606,4761,16802,2848,16854
3,36,33369,5236,15138,4992,18490,3073,19702
3,37,28576,4793,15239,5135,20078,3404,22775
3,38,24138,4438,14975,5057,21607,3606,26179
3,39,20240,3898,14514,4899,22857,3807,29785
3,40,16777,3463,13718,4694,23767,3989,33592
3,41,13865,2912,12895,4286,24343,4118,37581
3,42,11489,2376,11882,3925,24619,4010,41699
3,43,9464,2025,10741,3517,24435,4109,45709
3,44,7886,1578,9600,3166,23889,4063,49818
3,45,6646,1240,8395,2783,23250,3805,53881
3,46,5601,1045,7242,2393,22258,3775,57686
3,47,4763,838,6249,2038,21184,3467,61461
3,48,4076,687,5249,1838,19895,3327,64928
3,49,3555,521,4471,1465,18739,2994,68255
3,50,3113,442,3719,1273,17252,2952,71249
3,51,2766,347,3109,1052,15949,2576,74201
3,52,2492,274,2628,828,14560,2441,76777
3,53,2232,260,2150,752,13157,2231,79218
3,54,2048,184,1806,604,12006,1903,81449
3,55,1872,176,1491,499,10794,1816,83352
3,56,1746,126,1254,413,9692,1601,85168
3,57,1631,115,1029,351,8770,1335,86769
3,58,1539,92,833,311,7809,1312,88104
3,59,1462,77,699,226,6952,1168,89416
3,60,1387,75,586,190,6166,1012,90584
3,61,1326,61,484,177,5434,922,91596
3,62,1271,55,407,138,4838,773,92518
3,63,1234,37,339,123,4297,679,93291
3,64,1191,43,280,96,3789,631,93970
3,65,1167,24,229,94,3334,551,94601
3,66,1149,18,196,57,2935,493,95152
3,67,1122,27,157,57,2557,435,95645
3,68,1098,24,139,45,2232,382,96080
3,69,1085,13,132,31,1958,319,96462
3,70,1073,12,112,33,1703,286,96781
3,71,1061,12,87,37,1468,268,97067
3,72,1053,8,73,26,1290,215,97335
3,73,1039,14,67,14,1120,196,97550
3,74,1029,10,62,19,971,163,97746
3,75,1026,3,53,19,842,148,97909
3,76,1017,9,40,16,743,118,98057
3,77,1007,10,37,12,657,102,98175
3,78,1000,7,36,11,586,83,98277
3,79,998,2,34,9,515,82,98360
3,80,997,1,28,8,430,94,98442
3,81,996,1,22,7,361,77,98536
3,82,993,3,13,10,320,48,98613
3,83,989,4,14,2,277,53,98661
3,84,988,1,12,6,231,48,98714
3,85,987,1,7,6,203,34,98762
3,86,987,0,5,3,180,29,98796
3,87,985,2,3,2,153,30,98825
3,88,983,2,5,0,139,16,98855
3,89,982,1,3,4,119,20,98871
3,90,982,0,3,1,111,12,98891
3,91,980,2,3,0,100,12,98903
3,92,979,1,4,1,79,21,98915
3,93,978,1,4,1,73,7,98936
3,94,978,0,4,1,66,8,98943
3,95,978,0,3,1,56,11,98951
3,96,977,1,3,0,47,10,98962
3,97,976,1,2,2,38,9,98972
3,98,975,1,2,1,35,5,98981
3,99,975,0,0,3,29,7,98986
3,100,975,0,0,0,29,3,98993
3,101,973,2,0,0,27,2,98996
3,102,973,0,2,0,25,2,98998
3,103,973,0,1,1,24,1,99000
3,104,972,1,1,0,22,3,99001
3,105,971,1,1,1,18,4,99004
3,106,971,0,1,1,18,1,99008
3,107,971,0,1,0,18,1,99009
3,108,971,0,1,0,18,0,99010
3,109,971,0,1,0,14,4,99010
3,110,971,0,1,0,13,1,99014
3,111,971,0,0,1,13,0,99015
3,112,971,0,0,0,13,1,99015
3,113,971,0,0,0,11,2,99016
3,114,971,0,0,0,10,1,99018
3,115,971,0,0,0,9,1,99019
3,116,971,0,0,0,8,1,99020
3,117,971,0,0,0,7,1,99021
3,118,971,0,0,0,7,0,99022
