"id","date","susceptible_to_susceptible","susceptible_to_exposed","exposed_to_exposed","exposed_to_infected","infected_to_infected","infected_to_recovered","recovered_to_recovered"
3,119,971,0,0,0,6,1,99022
3,120,970,1,0,0,4,2,99023
3,121,970,0,1,0,3,1,99025
3,122,970,0,1,0,2,1,99026
3,123,970,0,0,1,2,0,99027
3,124,970,0,0,0,2,1,99027
3,125,970,0,0,0,2,0,99028
3,126,970,0,0,0,2,0,99028
3,127,970,0,0,0,2,0,99028
3,128,970,0,0,0,2,0,99028
3,129,970,0,0,0,2,0,99028
3,130,970,0,0,0,2,0,99028
3,131,970,0,0,0,2,0,99028
3,132,970,0,0,0,2,0,99028
3,133,970,0,0,0,2,0,99028
3,134,970,0,0,0,2,0,99028
3,135,970,0,0,0,2,0,99028
3,136,970,0,0,0,2,0,99028
3,137,970,0,0,0,1,1,99028
3,138,970,0,0,0,1,0,99029
3,139,970,0,0,0,1,0,99029
3,140,970,0,0,0,1,0,99029
3,141,970,0,0,0,1,0,99029
3,142,970,0,0,0,1,0,99029
3,143,970,0,0,0,1,0,99029
3,144,970,0,0,0,1,0,99029
3,145,970,0,0,0,1,0,99029
3,146,970,0,0,0,1,0,99029
3,147,970,0,0,0,0,1,99029
3,148,970,0,0,0,0,0,99030
3,149,970,0,0,0,0,0,99030
3,150,970,0,0,0,0,0,99030
4,0,99900,100,0,0,0,0,0
4,1,99900,0,80,20,0,0,0
4,2,99889,11,56,24,17,3,0
4,3,99848,41,51,16,33,8,3
4,4,99811,37,73,19,40,9,11
4,5,99768,43,85,25,47,12,20
4,6,99723,45,99,29,64,8,32
4,7,99654,69,104,40,81,12,40
4,8,99558,96,133,40,107,14,52
4,9,99473,85,166,63,121,26,66
4,10,99342,131,193,58,154,30,92
4,11,99193,149,247,77,183,29,122
4,12,99018,175,310,86,217,43,151
4,13,98801,217,367,118,263,40,194
4,14,98515,286,443,141,336,45,234
4,15,98164,351,535,194,402,75,279
4,16,97753,411,667,219,505,91,354
4,17,97261,492,812,266,631,93,445
4,18,96625,636,959,345,761,136,538
4,19,95896,729,1191,404,961,145,674
4,20,94989,907,1418,502,1206,159,819
4,21,93858,1131,1713,612,1462,246,978
4,22,92522,1336,2148,696,1776,298,1224
4,23,90884,1638,2589,895,2105,367,1522
4,24,88926,1958,3183,1044,2598,402,1889
4,25,86663,2263,3868,1273,3135,507,2291
4,26,84048,2615,4628,1503,3787,621,2798
4,27,80938,3110,5384,1859,4508,782,3419
4,28,77399,3539,6360,2134,5428,939,4201
4,29,73438,3961,7372,2527,6500,1062,5140
4,30,68938,4500,8496,2837,7763,1264,6202
4,31,64174,4764,9828,3168,9083,1517,7466
4,32,58934,5240,10953,3639,10509,1742,8983
4,33,53528,5406,12241,3952,12076,2072,10725
4,34,47959,5569,13284,4363,13762,2266,12797
4,35,42440,5519,14203,4650,15495,2630,15063
4,36,37151,5289,14808,4914,17191,2954,17693
4,37,32093,5058,15025,5072,19030,3075,20647
4,38,27422,4671,15065,5018,20678,3424,23722
4,39,23063,4359,14854,4882,22140,3556,27146
4,40,19335,3728,14422,4791,23127,3895,30702
4,41,16140,3195,13657,4493,23924,3994,34597
4,42,13400,2740,12647,4205,24275,4142,38591
4,43,11057,2343,11441,3946,24534,3946,42733
4,44,9156,1901,10383,3401,24381,4099,46679
4,45,7687,1469,9240,3044,23855,3927,50778
4,46,6441,1246,7983,2726,23085,3814,54705
4,47,5410,1031,6952,2277,22119,3692,58519
4,48,4619,791,6083,1900,20919,3477,62211
4,49,3986,633,5200,1674,19527,3292,65688
4,50,3458,528,4392,1441,18212,2989,68980
4,51,3038,420,3670,1250,16884,2769,71969
4,52,2687,351,3114,976,15562,2572,74738
4,53,2396,291,2636,829,14155,2383,77310
4,54,2151,245,2170,757,12859,2125,79693
4,55,1939,212,1766,649,11691,1925,81818
4,56,1770,169,1449,529,10634,1706,83743
4,57,1623,147,1230,388,9538,1625,85449
4,58,1524,99,1021,356,8462,1464,87074
4,59,1438,86,864,256,7592,1226,88538
4,60,1364,74,680,270,6673,1175,89764
4,61,1309,55,564,190,5939,1004,90939
4,62,1250,59,454,165,5258,871,91943
4,63,1186,64,393,120,4668,755,92814
4,64,1149,37,351,106,4050,738,93569
4,65,1113,36,297,91,3538,618,94307
4,66,1084,29,250,83,3083,546,94925
4,67,1064,20,217,62,2711,455,95471
4,68,1040,24,175,62,2374,399,95926
4,69,1026,14,143,56,2071,365,96325
4,70,1013,13,116,41,1832,295,96690
4,71,999,14,106,23,1586,287,96985
4,72,987,12,90,30,1390,219,97272
4,73,973,14,87,15,1195,225,97491
4,74,961,12,81,20,1018,192,97716
4,75,953,8,60,33,893,145,97908
4,76,950,3,51,17,806,120,98053
4,77,942,8,41,13,703,120,98173
4,78,934,8,35,14,611,105,98293
4,79,930,4,32,11,551,74,98398
4,80,928,2,28,8,487,75,98472
4,81,922,6,22,8,429,66,98547
4,82,921,1,22,6,376,61,98613
4,83,920,1,19,4,319,63,98674
4,84,919,1,15,5,284,39,98737
4,85,918,1,8,8,248,41,98776
4,86,916,2,7,2,230,26,98817
4,87,913,3,8,1,193,39,98843
4,88,913,0,8,3,167,27,98882
4,89,913,0,4,4,148,22,98909
4,90,911,2,4,0,132,20,98931
4,91,909,2,4,2,118,14,98951
4,92,909,0,5,1,110,10,98965
4,93,908,1,4,1,97,14,98975
4,94,907,1,4,1,80,18,98989
4,95,906,1,5,0,75,6,99007
4,96,906,0,6,0,64,11,99013
4,97,906,0,5,1,56,8,99024
4,98,906,0,3,2,49,8,99032
4,99,906,0,2,1,40,11,99040
4,100,906,0,1,1,32,9,99051
4,101,906,0,0,1,30,3,99060
4,102,906,0,0,0,26,5,99063
4,103,906,0,0,0,21,5,99068
4,104,906,0,0,0,17,4,99073
4,105,905,1,0,0,15,2,99077
4,106,905,0,1,0,13,2,99079
4,107,905,0,1,0,9,4,99081
4,108,905,0,0,1,7,2,99085
4,109,905,0,0,0,7,1,99087
4,110,904,1,0,0,6,1,99088
4,111,904,0,1,0,5,1,99089
4,112,904,0,0,1,4,1,99090
4,113,904,0,0,0,5,0,99091
4,114,904,0,0,0,5,0,99091
4,115,904,0,0,0,3,2,99091
4,116,904,0,0,0,3,0,99093
4,117,904,0,0,0,2,1,99093
4,118,904,0,0,0,2,0,99094
4,119,904,0,0,0,2,0,99094
4,120,904,0,0,0,2,0,99094
4,121,904,0,0,0,2,0,99094
4,122,904,0,0,0,2,0,99094
4,123,904,0,0,0,2,0,99094
4,124,904,0,0,0,2,0,99094
4,125,904,0,0,0,1,1,99094
4,126,904,0,0,0,0,1,99095
4,127,904,0,0,0,0,0,99096
4,128,904,0,0,0,0,0,99096
4,129,904,0,0,0,0,0,99096
4,130,904,0,0,0,0,0,99096
4,131,904,0,0,0,0,0,99096
4,132,904,0,0,0,0,0,99096
4,133,904,0,0,0,0,0,99096
4,134,904,0,0,0,0,0,99096
4,135,904,0,0,0,0,0,99096
4,136,904,0,0,0,0,0,99096
4,137,904,0,0,0,0,0,99096
4,138,904,0,0,0,0,0,99096
4,139,904,0,0,0,0,0,99096
4,140,904,0,0,0,0,0,99096
4,141,904,0,0,0,0,0,99096
4,142,904,0,0,0,0,0,99096
4,143,904,0,0,0,0,0,99096
4,144,904,0,0,0,0,0,99096
4,145,904,0,0,0,0,0,99096
4,146,904,0,0,0,0,0,99096
4,147,904,0,0,0,0,0,99096
4,148,904,0,0,0,0,0,99096
4,149,904,0,0,0,0,0,99096
4,150,904,0,0,0,0,0,99096
5,0,99900,100,0,0,0,0,0
5,1,99900,0,72,28,0,0,0
5,2,99881,19,48,24,24,4,0
5,3,99843,38,50,17,41,7,4
5,4,99796,47,69,19,51,7,11
5,5,99745,51,83,33,60,10,18
5,6,99686,59,91,43,76,17,28
5,7,99603,83,117,33,98,21,45
5,8,99514,89,157,43,111,20,66
5,9,99398,116,190,56,139,15,86
5,10,99252,146,232,74,167,28,101
5,11,99073,179,287,91,205,36,129
5,12,98857,216,365,101,255,41,165
5,13,98603,254,439,142,293,63,206
5,14,98331,272,544,149,372,63,269
5,15,97980,351,634,182,452,69,332
5,16,97503,477,732,253,549,85,401
5,17,96940,563,894,315,693,109,486
5,18,96251,689,1089,368,845,163,595
5,19,95396,855,1339,439,1037,176,758
5,20,94450,946,1630,564,1269,207,934
5,21,93181,1269,1913,663,1595,238,1141
5,22,91684,1497,2368,814,1949,309,1379
5,23,89884,1800,2903,962,2373,390,1688
5,24,87747,2137,3512,1191,2877,458,2078
5,25,85279,2468,4238,1411,3464,604,2536
5,26,82428,2851,5067,1639,4226,649,3140
5,27,79109,3319,5928,1990,5010,855,3789
5,28,75362,3747,6878,2369,6047,953,4644
5,29,71257,4105,7971,2654,7182,1234,5597
5,30,66534,4723,9000,3076,8467,1369,6831
5,31,61427,5107,10248,3475,9876,1667,8200
5,32,56133,5294,11478,3877,11443,1908,9867
5,33,50674,5459,12583,4189,13167,2153,11775
5,34,45126,5548,13622,4420,14896,2460,13928
5,35,39711,5415,14325,4845,16647,2669,16388
5,36,34395,5316,14840,4900,18388,3104,19057
5,37,29342,5053,15046,5110,19936,3352,22161
5,38,24854,4488,15060,5039,21478,3568,25513
5,39,20871,3983,14601,4947,22738,3779,29081
5,40,17400,3471,14022,4562,23557,4128,32860
5,41,14495,2905,13109,4384,24136,3983,36988
5,42,12046,2449,12030,3984,24403,4117,40971
5,43,9987,2059,10877,3602,24314,4073,45088
5,44,8402,1585,9757,3179,24006,3910,49161
5,45,7024,1378,8536,2806,23333,3852,53071
5,46,5885,1139,7404,2510,22445,3694,56923
5,47,5030,855,6421,2122,21403,3552,60617
5,48,4309,721,5498,1778,20196,3329,64169
5,49,3719,590,4669,1550,18881,3093,67498
5,50,3234,485,3923,1336,17500,2931,70591
5,51,2847,387,3249,1159,16030,2806,73522
5,52,2513,334,2725,911,14729,2460,76328
5,53,2260,253,2290,769,13416,2224,78788
5,54,2084,176,1923,620,12195,1990,81012
5,55,1897,187,1574,525,10992,1823,83002
5,56,1764,133,1345,416,9913,1604,84825
5,57,1649,115,1098,380,8774,1555,86429
5,58,1552,97,901,312,7833,1321,87984
5,59,1456,96,761,237,7004,1141,89305
5,60,1384,72,659,198,6223,1018,90446
5,61,1323,61,556,175,5464,957,91464
5,62,1275,48,467,150,4891,748,92421
5,63,1233,42,394,121,4355,686,93169
