"sim_num","mean_gi","sd_gi","median_gi","n_gi"
1,7.51693596949016,4.71882221605952,6,39856
2,7.53132186781322,4.74837370196678,6,40004
3,7.54111767378464,4.73440681109333,6,39618
4,7.51927936122903,4.76209313361255,6,39576
5,7.53109600464987,4.72385395821102,6,39571
6,7.49665124977886,4.69658503505717,6,39567
7,7.51154658885088,4.71866209143831,6,39752
8,7.54767818168134,4.76530106817387,6,39861
9,7.54204230896208,4.74667233295348,6,39377
10,7.52914966582393,4.72191359925234,6,39949
11,7.52541989339234,4.72652932574674,6,39772
12,7.50928027437333,4.74771455598721,6,39654
13,7.56574258926992,4.70194180915714,6,39571
14,7.53995034706389,4.77532475910573,6,39474
15,7.50892498997192,4.77023099395013,6,39888
16,7.5126975803431,4.73750164347356,6,40047
17,7.55030852537464,4.74629286476341,6,39705
18,7.50136198547215,4.68479811500814,6,39648
19,7.52167159392694,4.75261731938757,6,39914
20,7.54638470305179,4.78036576844943,6,39485
21,7.52865162856565,4.73953909733224,6,39544
22,7.51227155356113,4.71665636326847,6,39889
23,7.52656702989103,4.74690134574908,6,40012
24,7.53059119496855,4.73166953609723,6,39750
25,7.49950626661603,4.70692641069376,6,39495
26,7.50989596549099,4.70718540878412,6,39410
27,7.50379632645902,4.73904335509066,6,39907
28,7.50349755925721,4.70218471559779,6,39742
29,7.52205321259602,4.70538523004965,6,39314
30,7.56365914786967,4.7625575670456,6,39900
31,7.49978639459201,4.71662893013908,6,39793
32,7.51549706133521,4.74013612895396,6,39814
33,7.53551022453889,4.73341575611548,6,39904
34,7.47143619861185,4.69058151315868,6,39333
35,7.51280497045007,4.72569361362123,6,39594
36,7.52391025156758,4.74069234062385,6,39711
37,7.52909452886772,4.72998931292275,6,39681
38,7.53125786480093,4.76234241852164,6,39734
39,7.48592794704664,4.73057658360292,6,39582
40,7.49058974294545,4.69680198494527,6,39797
41,7.5215407497038,4.72232613314979,6,39669
42,7.48918456470108,4.69069526479781,6,39157
43,7.54827915869981,4.76237452777917,6,39748
44,7.53961218836565,4.76671577080709,6,39710
45,7.53414542257943,4.75836301883626,6,39815
46,7.55074908724663,4.71807399467557,6,39715
47,7.52575971020326,4.71346900590235,6,39752
48,7.51703804075078,4.72313806731702,6,39852
49,7.51222891111055,4.70642765600412,6,39701
50,7.51744642089016,4.7218862796316,6,39521
51,7.48256123198501,4.708284113778,6,39481
52,7.51791514541105,4.72263896713164,6,39715
53,7.53758215194017,4.74079900729765,6,39713
54,7.50475395741668,4.72631842804978,6,39546
55,7.48162696401419,4.71904496976006,6,39460
56,7.50163634979831,4.73023041469623,6,39417
57,7.5192148189107,4.72135141760696,6,39787
58,7.58020895820836,4.78444451605361,6,40008
59,7.52849935998795,4.73570437880935,6,39843
60,7.47949198945447,4.73038485786065,6,39448
61,7.51996672212978,4.75157377408213,6,39666
62,7.54518774926631,4.73290342839698,6,39867
63,7.55508908713797,4.81410426899128,6,40017
64,7.53984168865435,4.7702177790972,6,39795
65,7.4817472306143,4.71218709697462,6,39720
66,7.53828166251791,4.72544263011528,6,39771
67,7.49972248852112,4.73414485209003,6,39638
68,7.52357764601993,4.68932557545015,6,39635
69,7.50930651456019,4.75367453451118,6,39972
70,7.52706768818428,4.72785804590516,6,39549
71,7.56286359077232,4.82558815951291,6,39880
72,7.49542046197977,4.67298188334207,6,39742
73,7.51032359028724,4.70227320995172,6,39618
74,7.514297887271,4.74003662373707,6,39901
75,7.50759295696484,4.68870034912659,6,39642
76,7.48578401771337,4.73097818026925,6,39744
77,7.51873419661329,4.73880099723196,6,39153
78,7.54495899053628,4.76796060208212,6,39625
79,7.50058431990244,4.71770749076407,6,39362
80,7.47355075192689,4.70295094277006,6,39831
81,7.49565239307407,4.73170302432213,6,39677
82,7.51221045748346,4.74365063783319,6,39761
83,7.51695965600101,4.72743815259227,6,39535
84,7.49710045835549,4.71176907091334,6,39489
85,7.56073517547398,4.73035007251515,6,39664
86,7.48704781178852,4.71841592294155,6,39530
87,7.53142482737765,4.72207681602295,6,39682
88,7.52486593139735,4.70741833995251,6,39532
89,7.54426130196633,4.74033600980343,6,39617
90,7.47987695462702,4.69102976931317,6,39010
91,7.53326873385013,4.74102194354049,6,40248
92,7.49699499585083,4.70702644410794,6,39767
93,7.53227425588516,4.76853891309649,6,39846
94,7.51331219487644,4.67813315971795,6,39738
95,7.51753006240804,4.72483684168333,6,39418
96,7.53986471080033,4.70240552879291,6,39471
97,7.50657644643807,4.69021325154605,6,39459
98,7.52607698318671,4.7465821579347,6,39671
99,7.51705313767717,4.72257389564905,6,39934
100,7.53719403285452,4.74799595889901,6,39751
