"sim_num","mean_gi","sd_gi","median_gi","n_gi"
1,2.35451697335025,2.05359661269647,2,50432
2,2.34432038642752,2.07216543938876,2,50514
3,2.35482210386679,2.08806164824929,2,50507
4,2.34936387273485,2.08891177455918,2,50383
5,2.36167427097798,2.09572706842229,2,50410
6,2.34789932619897,2.04599225139392,2,50460
7,2.35042396386401,2.02687100254661,2,50476
8,2.35156436115302,2.08782163050241,2,50372
9,2.34955997780068,2.04733367977938,2,50452
10,2.35643857811852,2.07846403262834,2,50609
11,2.34647770398482,2.0528853760107,2,50592
12,2.36956177506829,2.09025631805829,2,50522
13,2.3534218388303,2.05079643317121,2,50543
14,2.36552296624239,2.08854313277899,2,50596
15,2.36200376200376,2.07421356095974,2,50505
16,2.35963070095495,2.0944264666217,2,50474
17,2.36438644161923,2.06208667175695,2,50419
18,2.3668699992078,2.08883580844766,2,50492
19,2.36328644272931,2.1036826422722,2,50401
20,2.36282010623959,2.09249543702652,2,50452
21,2.34861785395819,2.05958023908804,2,50465
22,2.34708988407178,2.06345073854745,2,50376
23,2.35496840896037,2.07367210315807,2,50489
24,2.36142648047787,2.07107453331248,2,50558
25,2.37535941620893,2.10466127066136,2,50429
26,2.36011420866875,2.10629819667469,2,50434
27,2.33746804842769,2.01882307470655,2,50467
28,2.3802466699556,2.10857002439765,2,50675
29,2.36758806942293,2.08725303706079,2,50358
30,2.34430947560637,2.03992553627292,2,50382
31,2.36079771174321,2.10535562418102,2,50344
32,2.36430733917724,2.09386611800666,2,50537
33,2.36305341698498,2.09100131714668,2,50527
34,2.37373957056428,2.09736035903783,2,50578
35,2.3895040734003,2.1337842702533,2,50572
36,2.35596924482944,2.05351929363197,2,50333
37,2.36555718069336,2.09531168859039,2,50594
38,2.35562015503876,2.04044711327989,2,50568
39,2.35545605832475,2.08309979426776,2,50476
40,2.34673984110316,2.04687647928801,2,50473
41,2.34850532676101,2.09407509793779,2,50312
42,2.34007775926367,2.02607286987194,2,50412
43,2.36638835028293,2.07900398834042,2,50542
44,2.36797362253208,2.1246343970817,2,50346
45,2.365967319743,2.07285489366713,2,50428
46,2.34170485429189,2.04481382208499,2,50409
47,2.36456006483879,2.09358207361192,2,50587
48,2.34761433379529,2.04275600990513,2,50510
49,2.3528339639836,2.08360987884439,2,50477
50,2.36383795984636,2.05559842278402,2,50506
51,2.36692147324531,2.11140036463249,2,50365
52,2.34816546477534,2.0640431675631,2,50476
53,2.35146724631953,2.04457289162419,2,50605
54,2.36618630983016,2.09152250918951,2,50518
55,2.35250959142507,2.03496343208832,2,50566
56,2.36427625205133,2.08232083853207,2,50577
57,2.33976711432029,2.0524972276204,2,50411
58,2.36462122410248,2.08479728874088,2,50584
59,2.36034873098463,2.08576497046309,2,50354
60,2.36912764947801,2.1096194994043,2,50576
61,2.37119803820749,2.09706425498249,2,50566
62,2.349406425273,2.03290653707293,2,50457
63,2.36871375700121,2.0740500339351,2,50527
64,2.35397914270986,2.06739577073103,2,50438
65,2.3763785129847,2.12633502123754,2,50598
66,2.34862512363996,2.05128792250467,2,50550
67,2.37300865715302,2.10938860849925,2,50594
68,2.35640680115731,2.04070186810522,2,50462
69,2.35920124829643,2.06671327157602,2,50629
70,2.34768566220179,2.06260698807166,2,50468
71,2.37330397524399,2.11330190938839,2,50412
72,2.35725725131977,2.09657736332825,2,50577
73,2.35998972474164,2.05772573806867,2,50607
74,2.35829163688349,2.07267070483778,2,50364
75,2.37616074603865,2.10124129397922,2,50614
76,2.35051546391753,2.0338329220756,2,50537
77,2.35274749107829,2.04570395262827,2,50719
78,2.34811169104368,2.06406276575219,2,50389
79,2.35951261898179,2.08367184218195,2,50638
80,2.34674836924293,2.08810532218573,2,50590
81,2.35684491450035,2.05566413361088,2,50585
82,2.37971342383107,2.12016199586685,2,50388
83,2.36942436094978,2.06940093774088,2,50622
84,2.35855491444094,2.08006790583976,2,50433
85,2.35969453535654,2.06747035651957,2,50415
86,2.34610429508652,2.03813989882672,2,50453
87,2.35243909667477,2.08067164332703,2,50613
88,2.35013320609169,2.05107460962495,2,50298
89,2.35411995793734,2.07640594456902,2,50401
90,2.34829996445919,2.05228328751401,2,50646
91,2.35968457758757,2.05702368486698,2,50472
92,2.36507905099234,2.08863613217214,2,50537
93,2.34943876030595,2.07119248573592,2,50335
94,2.35168104730735,2.04611557448916,2,50415
95,2.3574804706813,2.05243436168697,2,50565
96,2.36673803576385,2.07902171693006,2,50442
97,2.34584800411441,2.03974704019255,2,50554
98,2.35369717612579,2.03893821399324,2,50498
99,2.36389361617921,2.07406141567284,2,50534
100,2.35498950204017,2.06574076286568,2,50486
