"source_exposure_date","mean_rt","ci_lower","ci_upper","n"
0,5.8982,5.3695,6.3705,100
1,5.59621987327083,4.96043669871795,6.18474506578947,100
2,5.2664582097037,4.91549688057041,5.68092074592075,100
3,4.9513588087826,4.67765909090909,5.23294476327116,100
4,4.57189527017914,4.39966453674121,4.77810841794956,100
5,4.13714286591848,3.98305249944621,4.32328790021859,100
6,3.65205203421453,3.50318862721678,3.85793793776619,100
7,3.12018623583265,2.97299962505246,3.30450186395807,100
8,2.58183919931908,2.43585473424918,2.74995208263824,100
9,2.03249781442822,1.89691359550793,2.20704457945179,100
10,1.52504172780621,1.39655753857366,1.66947406226932,100
11,1.08444368362074,0.990883463000535,1.2072890068135,100
12,0.736066282071519,0.666449477024972,0.829673993853906,100
13,0.484988196906582,0.438256786574287,0.547939160612534,100
14,0.316261856041986,0.285107666304713,0.358235926955154,100
15,0.208514193774764,0.185584480726991,0.242032168198461,100
16,0.138719134695539,0.121597179150549,0.157267463905017,100
17,0.0959863416620925,0.0826983731276233,0.11098324511445,100
18,0.069588561282991,0.0582728535405885,0.0806001361263144,100
19,0.0522481684348717,0.0396797618833541,0.0654228262666516,100
20,0.0416827754519321,0.0291050345588038,0.0547109311379029,100
21,0.0305238939825119,0.0175702802622709,0.045491594498217,100
22,0.0270964995336601,0.00989483435047951,0.0469021440351842,100
23,0.0237495414996737,0.00501855217325458,0.0478409090909091,100
24,0.0215099568209756,0,0.0464516129032258,100
25,0.0198887872510129,0,0.0524100679973678,100
26,0.0174680732115733,0,0.0526234567901234,100
27,0.0151648658489605,0,0.0587215909090908,100
28,0.0128117010299084,0,0.0527373527373527,100
29,0.0138033138297939,0,0.0610138248847926,100
30,0.0103097124026363,0,0.0526315789473684,100
31,0.0132883658611919,0,0.0895833333333332,100
32,0.00839034473438498,0,0.0920833333333332,100
33,0.0085867269984917,0,0.105833333333333,100
34,0.0109051226551227,0,0.134375,100
35,0.00866666666666667,0,0.0874999999999986,100
36,0.0100952380952381,0,0.166666666666667,100
37,0.0077319587628866,0,0.099999999999999,97
38,0.00707070707070707,0,0.109999999999999,99
39,0.00601374570446735,0,0,97
40,0.0131578947368421,0,0.304166666666666,95
41,0.00599250936329588,0,0,89
42,0.0131578947368421,0,0,76
43,0.0045662100456621,0,0,73
44,0.0149253731343284,0,0,67
45,0.00396825396825397,0,0,63
46,0,0,0,48
47,0,0,0,46
48,0,0,0,43
49,0,0,0,32
50,0.010752688172043,0,0.0833333333333333,31
51,0,0,0,24
52,0.0238095238095238,0,0.25,21
53,0,0,0,17
54,0,0,0,10
55,0.115384615384615,0,0.85,13
56,0,0,0,9
57,0,0,0,8
58,0,0,0,4
59,0,0,0,7
60,0,0,0,11
61,0,0,0,7
62,0,0,0,3
63,0,0,0,4
64,0,0,0,4
65,0,0,0,1
66,0,0,0,2
67,0,0,0,2
68,0,0,0,2
69,0,0,0,1
70,0,0,0,2
71,0,0,0,1
76,0,0,0,1
78,0,0,0,1
86,0,0,0,1
