"sim_num","mean_gi","sd_gi","median_gi","n_gi"
1,6.95736705975187,4.57572828987551,6,45622
2,7.01191050669006,4.65553562864917,6,45590
3,6.98563789152024,4.57970393891182,6,45815
4,7.01286475624672,4.61798260419492,6,45784
5,6.98535583143906,4.58832716081418,6,45752
6,7.0020033903529,4.62138049874016,6,45423
7,6.99464924014824,4.58681054959369,6,45601
8,6.97274298339641,4.59787400308106,6,45713
9,6.98570110701107,4.60178161576103,6,45528
10,6.99517846234401,4.60435509482161,6,45836
11,7.0165381582406,4.63314183197634,6,45652
12,7.00304144238764,4.61114460693908,6,45702
13,7.01892937550548,4.65372034352934,6,45749
14,7.03179336505361,4.62828682020389,6,45607
15,7.0112911359102,4.62594511771124,6,45611
16,7.0061647429171,4.62839942382588,6,45744
17,6.99771809724416,4.59537262229425,6,45576
18,6.95704403206325,4.60340407476507,6,45535
19,6.96097136012196,4.56597768417008,6,45915
20,7.02300435572482,4.61654146218357,6,45687
21,7.02093447268414,4.62146728598079,6,45523
22,7.01724666900421,4.64348488679792,6,45632
23,6.96801195157853,4.58508105770047,6,45517
24,7.01008934408368,4.60570751957165,6,45890
25,6.98232752978138,4.64445446594276,6,45834
26,7.01251726330096,4.62902505430765,6,45617
27,7.00858133614257,4.63544855292604,6,45564
28,7.02725660616941,4.55364504469118,6,45677
29,6.99607473356432,4.58742381962658,6,45602
30,6.98517186163329,4.58067490806468,6,45589
31,7.01374389950321,4.63705319098777,6,45693
32,7.01524176594254,4.63417045552398,6,45664
33,6.98425214096415,4.61705437582979,6,45657
34,7.0031354148395,4.61853919362169,6,45608
35,7.02305822585237,4.62455595193258,6,45667
36,6.99511393514461,4.60968467517735,6,45640
37,7.04125980819529,4.6692587028723,6,45880
38,6.99855718782791,4.56983238766835,6,45744
39,6.99731399995632,4.59000531535962,6,45793
40,6.99331892316762,4.59100115517076,6,45801
41,6.95780127035759,4.57208632105291,6,45499
42,6.98084366594502,4.58756271861644,6,45729
43,6.9886804870023,4.57768577680358,6,45585
44,7.03057388871891,4.64879077840849,6,45758
45,7.00318121983326,4.64943049711472,6,45580
46,6.97605355575066,4.60499900250875,6,45560
47,7.00920439887186,4.60223108478972,6,45739
48,6.9943618094862,4.56295423468406,6,45582
49,6.97846984461417,4.56224975632553,6,45564
50,7.01066806575726,4.58747667722011,6,45744
51,6.99502792684262,4.6504622110534,6,45655
52,6.97698322059211,4.52370434970928,6,45532
53,7.03416278204539,4.62814865315822,6,45693
54,7.02386708276559,4.66575626902031,6,45502
55,6.99257978374119,4.62389661767833,6,45686
56,7.02561071710008,4.62894588158355,6,45684
57,6.9558549676854,4.59186517980007,6,45645
58,6.97972884321015,4.6120130440916,6,45730
59,6.99607697028141,4.61595964848042,6,45628
60,6.97801358048951,4.60407750664985,6,45801
61,6.9749544526637,4.572055147791,6,45557
62,6.9751283063561,4.58129950162403,6,45594
63,7.04277667833765,4.65986498317096,6,45983
64,6.98266996345813,4.58567428355038,6,45701
65,6.99363795365107,4.6437603903599,6,45740
66,6.97258985408965,4.60627970499708,6,45713
67,7.02392198023266,4.64062131065037,6,45732
68,7.01406140657803,4.5943263625906,6,45728
69,7.01121875478383,4.66022459980447,6,45727
70,6.97351080653664,4.60301378855576,6,45528
71,7.00573643071399,4.62351294792852,6,45673
72,6.99335664335664,4.56665101119679,6,45760
73,7.03906986947461,4.61752136133041,6,45585
74,6.97201676799157,4.5685914237435,6,45563
75,6.97344492890165,4.59558102166455,6,45641
76,7.01295546558704,4.64274135387173,6,45695
77,7.02228302506293,4.63120536434167,6,45685
78,6.98484881563148,4.57057210392952,6,45805
79,6.98177043440201,4.563945834893,6,45695
80,6.9889461563768,4.58893783090444,6,45595
81,7.00157587165401,4.63503849256433,6,45689
82,7.00039500537646,4.57756860399759,6,45569
83,6.98908191843165,4.60867280667628,6,45704
84,6.99015348339628,4.58008934902674,6,45803
85,6.99763505375873,4.62116674378669,6,45667
86,7.05005792729578,4.63150808286447,6,45747
87,6.99175181044479,4.587256711065,6,45707
88,7.00041334899708,4.63254580438748,6,45966
89,6.96812340453385,4.56272690298186,6,45833
90,6.9676465434154,4.54674285178087,6,45652
91,6.99652078774617,4.66253794504207,6,45700
92,6.97709489880666,4.61737283678074,6,45754
93,7.01544968443198,4.63730455580173,6,45632
94,6.98734482607361,4.60213993847965,6,45594
95,6.97155370633965,4.5731279946452,6,45665
96,6.98293238683669,4.60082904329846,6,45642
97,6.99465369004495,4.60821082270004,6,45826
98,6.99967211681385,4.57955998599992,6,45748
99,7.00815205545141,4.62833379823398,6,45878
100,6.97926906525111,4.58452341139441,6,45777
