"id","date","susceptible_to_susceptible","susceptible_to_exposed","exposed_to_exposed","exposed_to_infected","infected_to_infected","infected_to_recovered","recovered_to_recovered"
1,0,99900,100,0,0,0,0,0
1,1,99900,0,69,31,0,0,0
1,2,99891,9,55,14,26,5,0
1,3,99873,18,43,21,38,2,5
1,4,99847,26,39,22,51,8,7
1,5,99815,32,48,17,63,10,15
1,6,99770,45,60,20,70,10,25
1,7,99727,43,73,32,74,16,35
1,8,99675,52,90,26,86,20,51
1,9,99622,53,105,37,97,15,71
1,10,99573,49,115,43,116,18,86
1,11,99500,73,129,35,137,22,104
1,12,99425,75,152,50,153,19,126
1,13,99349,76,172,55,179,24,145
1,14,99230,119,199,49,201,33,169
1,15,99128,102,243,75,219,31,202
1,16,99023,105,257,88,242,52,233
1,17,98900,123,268,94,286,44,285
1,18,98749,151,277,114,334,46,329
1,19,98562,187,337,91,390,58,375
1,20,98374,188,392,132,425,56,433
1,21,98146,228,433,147,472,85,489
1,22,97928,218,491,170,519,100,574
1,23,97664,264,536,173,588,101,674
1,24,97345,319,602,198,635,126,775
1,25,97022,323,718,203,712,121,901
1,26,96633,389,798,243,801,114,1022
1,27,96208,425,899,288,888,156,1136
1,28,95694,514,969,355,1014,162,1292
1,29,95184,510,1087,396,1165,204,1454
1,30,94539,645,1190,407,1357,204,1658
1,31,93801,738,1353,482,1533,231,1862
1,32,93009,792,1595,496,1708,307,2093
1,33,92144,865,1743,644,1877,327,2400
1,34,91180,964,1952,656,2179,342,2727
1,35,90081,1099,2209,707,2441,394,3069
1,36,88860,1221,2495,813,2722,426,3463
1,37,87478,1382,2743,973,3054,481,3889
1,38,85968,1510,3046,1079,3469,558,4370
1,39,84356,1612,3448,1108,3900,648,4928
1,40,82586,1770,3786,1274,4271,737,5576
1,41,80725,1861,4146,1410,4755,790,6313
1,42,78594,2131,4483,1524,5281,884,7103
1,43,76403,2191,4919,1695,5840,965,7987
1,44,73999,2404,5308,1802,6407,1128,8952
1,45,71533,2466,5846,1866,7030,1179,10080
1,46,68879,2654,6173,2139,7683,1213,11259
1,47,66175,2704,6619,2208,8430,1392,12472
1,48,63342,2833,7008,2315,9104,1534,13864
1,49,60397,2945,7328,2513,9808,1611,15398
1,50,57301,3096,7710,2563,10590,1731,17009
1,51,54178,3123,8106,2700,11279,1874,18740
1,52,51149,3029,8424,2805,11980,1999,20614
1,53,48110,3039,8550,2903,12727,2058,22613
1,54,45056,3054,8725,2864,13332,2298,24671
1,55,42082,2974,8856,2923,13927,2269,26969
1,56,39259,2823,8884,2946,14441,2409,29238
1,57,36516,2743,8787,2920,14962,2425,31647
1,58,33815,2701,8648,2882,15394,2488,34072
1,59,31403,2412,8593,2756,15636,2640,36560
1,60,29180,2223,8201,2804,15764,2628,39200
1,61,27039,2141,7783,2641,15958,2610,41828
1,62,25097,1942,7491,2433,15902,2697,44438
1,63,23231,1866,7044,2389,15719,2616,47135
1,64,21532,1699,6746,2164,15565,2543,49751
1,65,19966,1566,6315,2130,15231,2498,52294
1,66,18544,1422,5883,1998,14807,2554,54792
1,67,17292,1252,5469,1836,14342,2463,57346
1,68,16170,1122,5043,1678,13958,2220,59809
1,69,15146,1024,4642,1523,13425,2211,62029
1,70,14237,909,4254,1412,12838,2110,64240
1,71,13416,821,3866,1297,12214,2036,66350
1,72,12686,730,3527,1160,11545,1966,68386
1,73,12081,605,3172,1085,10929,1776,70352
1,74,11495,586,2845,932,10309,1705,72128
1,75,10944,551,2586,845,9651,1590,73833
1,76,10456,488,2343,794,8937,1559,75423
1,77,10021,435,2154,677,8306,1425,76982
1,78,9661,360,1947,642,7738,1245,78407
1,79,9342,319,1746,561,7185,1195,79652
1,80,9015,327,1528,537,6647,1099,80847
1,81,8747,268,1380,475,6144,1040,81946
1,82,8504,243,1223,425,5641,978,82986
1,83,8293,211,1088,378,5197,869,83964
1,84,8109,184,979,320,4772,803,84833
1,85,7935,174,896,267,4388,704,85636
1,86,7755,180,798,272,4011,644,86340
1,87,7631,124,709,269,3631,652,86984
1,88,7505,126,599,234,3364,536,87636
1,89,7412,93,525,200,3064,534,88172
1,90,7311,101,464,154,2781,483,88706
1,91,7231,80,428,137,2521,414,89189
1,92,7139,92,376,132,2263,395,89603
1,93,7060,79,356,112,2042,353,89998
1,94,6990,70,316,119,1836,318,90351
1,95,6930,60,282,104,1682,273,90669
1,96,6880,50,259,83,1546,240,90942
1,97,6829,51,233,76,1414,215,91182
1,98,6791,38,205,79,1286,204,91397
1,99,6759,32,181,62,1157,208,91601
1,100,6722,37,163,50,1047,172,91809
1,101,6683,39,139,61,946,151,91981
1,102,6652,31,122,56,847,160,92132
1,103,6620,32,113,40,766,137,92292
1,104,6597,23,121,24,697,109,92429
1,105,6580,17,107,37,624,97,92538
1,106,6560,20,89,35,552,109,92635
1,107,6547,13,82,27,502,85,92744
1,108,6535,12,74,21,459,70,92829
1,109,6519,16,67,19,416,64,92899
1,110,6504,15,61,22,369,66,92963
1,111,6494,10,57,19,345,46,93029
1,112,6483,11,50,17,309,55,93075
1,113,6472,11,48,13,273,53,93130
1,114,6469,3,44,15,246,40,93183
1,115,6462,7,40,7,223,38,93223
1,116,6455,7,31,16,199,31,93261
1,117,6450,5,26,12,183,32,93292
1,118,6446,4,28,3,168,27,93324
1,119,6440,6,22,10,143,28,93351
1,120,6436,4,21,7,130,23,93379
1,121,6433,3,19,6,123,14,93402
1,122,6430,3,18,4,113,16,93416
1,123,6427,3,18,3,99,18,93432
1,124,6423,4,13,8,91,11,93450
1,125,6422,1,11,6,85,14,93461
1,126,6420,2,10,2,72,19,93475
1,127,6413,7,11,1,65,9,93494
1,128,6413,0,12,6,49,17,93503
1,129,6412,1,12,0,51,4,93520
1,130,6410,2,10,3,47,4,93524
1,131,6407,3,11,1,43,7,93528
1,132,6405,2,13,1,38,6,93535
1,133,6401,4,11,4,36,3,93541
1,134,6400,1,12,3,33,7,93544
1,135,6400,0,7,6,30,6,93551
1,136,6399,1,7,0,31,5,93557
1,137,6398,1,3,5,27,4,93562
1,138,6398,0,3,1,25,7,93566
1,139,6398,0,2,1,18,8,93573
1,140,6398,0,2,0,18,1,93581
1,141,6398,0,1,1,15,3,93582
1,142,6398,0,1,0,14,2,93585
1,143,6398,0,1,0,10,4,93587
1,144,6398,0,1,0,7,3,93591
1,145,6398,0,0,1,7,0,93594
1,146,6398,0,0,0,6,2,93594
1,147,6398,0,0,0,6,0,93596
1,148,6397,1,0,0,4,2,93596
1,149,6397,0,1,0,4,0,93598
1,150,6396,1,1,0,3,1,93598
2,0,99900,100,0,0,0,0,0
2,1,99900,0,71,29,0,0,0
2,2,99888,12,52,19,26,3,0
2,3,99866,22,45,19,37,8,3
2,4,99838,28,49,18,49,7,11
2,5,99800,38,60,17,55,12,18
2,6,99771,29,75,23,63,9,30
2,7,99731,40,83,21,74,12,39
2,8,99686,45,93,30,86,9,51
2,9,99638,48,105,33,103,13,60
2,10,99567,71,107,46,113,23,73
2,11,99505,62,136,42,145,14,96
2,12,99417,88,142,56,159,28,110
2,13,99316,101,160,70,182,33,138
2,14,99204,112,199,62,222,30,171
2,15,99065,139,235,76,258,26,201
2,16,98945,120,284,90,294,40,227
2,17,98782,163,296,108,327,57,267
2,18,98611,171,346,113,371,64,324
2,19,98429,182,378,139,424,60,388
2,20,98202,227,412,148,483,80,448
2,21,97926,276,479,160,535,96,528
2,22,97646,280,581,174,577,118,624
2,23,97348,298,653,208,626,125,742
2,24,96973,375,710,241,717,117,867
2,25,96594,379,808,277,824,134,984
2,26,96145,449,891,296,935,166,1118
2,27,95620,525,1020,320,1059,172,1284
2,28,95040,580,1130,415,1181,198,1456
2,29,94376,664,1288,422,1345,251,1654
2,30,93670,706,1466,486,1502,265,1905
2,31,92891,779,1639,533,1683,305,2170
2,32,92055,836,1833,585,1918,298,2475
2,33,91087,968,2035,634,2155,348,2773
2,34,89982,1105,2226,777,2375,414,3121
2,35,88765,1217,2520,811,2667,485,3535
2,36,87407,1358,2806,931,2975,503,4020
2,37,85953,1454,3156,1008,3346,560,4523
2,38,84377,1576,3500,1110,3721,633,5083
2,39,82677,1700,3860,1216,4165,666,5716
2,40,80867,1810,4151,1409,4609,772,6382
2,41,78803,2064,4475,1486,5151,867,7154
2,42,76509,2294,4894,1645,5674,963,8021
2,43,74159,2350,5399,1789,6248,1071,8984
2,44,71697,2462,5781,1968,6942,1095,10055
2,45,69141,2556,6218,2025,7646,1264,11150
2,46,66415,2726,6596,2178,8317,1354,12414
2,47,63516,2899,7046,2276,9052,1443,13768
2,48,60537,2979,7375,2570,9704,1624,15211
2,49,57529,3008,7790,2564,10533,1741,16835
2,50,54513,3016,8057,2741,11157,1940,18576
2,51,51473,3040,8258,2815,11884,2014,20516
2,52,48419,3054,8447,2851,12633,2066,22530
2,53,45466,2953,8646,2855,13219,2265,24596
2,54,42558,2908,8720,2879,13859,2215,26861
2,55,39803,2755,8803,2825,14310,2428,29076
2,56,37125,2678,8677,2881,14648,2487,31504
2,57,34534,2591,8521,2834,15031,2498,33991
2,58,32055,2479,8243,2869,15307,2558,36489
2,59,29699,2356,8024,2698,15531,2645,39047
2,60,27489,2210,7747,2633,15502,2727,41692
2,61,25549,1940,7420,2537,15525,2610,44419
2,62,23742,1807,7017,2343,15376,2686,47029
2,63,22072,1670,6621,2203,15115,2604,49715
2,64,20560,1512,6241,2050,14804,2514,52319
2,65,19192,1368,5868,1885,14501,2353,54833
2,66,17924,1268,5425,1811,14075,2311,57186
2,67,16741,1183,5023,1670,13635,2251,59497
2,68,15685,1056,4641,1565,13120,2185,61748
2,69,14762,923,4251,1446,12577,2108,63933
2,70,13919,843,3863,1311,12005,2018,66041
2,71,13140,779,3534,1172,11374,1942,68059
2,72,12517,623,3230,1083,10758,1788,70001
2,73,11887,630,2949,904,10128,1713,71789
2,74,11348,539,2699,880,9459,1573,73502
2,75,10873,475,2448,790,8892,1447,75075
2,76,10426,447,2161,762,8269,1413,76522
2,77,10061,365,1954,654,7804,1227,77935
2,78,9698,363,1704,615,7221,1237,79162
2,79,9407,291,1564,503,6715,1121,80399
2,80,9093,314,1381,474,6152,1066,81520
2,81,8834,259,1263,432,5656,970,82586
2,82,8608,226,1129,393,5236,852,83556
2,83,8390,218,1008,347,4833,796,84408
2,84,8210,180,931,295,4448,732,85204
2,85,8022,188,837,274,4090,653,85936
2,86,7880,142,775,250,3769,595,86589
2,87,7752,128,686,231,3446,573,87184
2,88,7628,124,611,203,3137,540,87757
2,89,7526,102,544,191,2897,443,88297
2,90,7424,102,463,183,2615,473,88740
2,91,7339,85,428,137,2393,405,89213
2,92,7268,71,387,126,2157,373,89618
2,93,7201,67,351,107,1977,306,89991
2,94,7134,67,304,114,1791,293,90297
2,95,7075,59,300,71,1661,244,90590
2,96,7015,60,275,84,1502,230,90834
2,97,6977,38,250,85,1346,240,91064
2,98,6941,36,213,75,1217,214,91304
2,99,6910,31,188,61,1105,187,91518
2,100,6875,35,166,53,994,172,91705
2,101,6842,33,154,47,887,160,91877
2,102,6825,17,143,44,813,121,92037
2,103,6796,29,119,41,725,132,92158
2,104,6770,26,110,38,658,108,92290
2,105,6747,23,100,36,600,96,92398
2,106,6727,20,95,28,535,101,92494
2,107,6711,16,92,23,475,88,92595
2,108,6692,19,83,25,405,93,92683
2,109,6680,12,86,16,375,55,92776
2,110,6672,8,72,26,342,49,92831
2,111,6658,14,52,28,321,47,92880
2,112,6648,10,49,17,300,49,92927
2,113,6635,13,45,14,265,52,92976
2,114,6627,8,42,16,242,37,93028
2,115,6618,9,38,12,223,35,93065
2,116,6609,9,36,11,199,36,93100
2,117,6605,4,36,9,177,33,93136
2,118,6599,6,28,12,160,26,93169
2,119,6596,3,26,8,141,31,93195
2,120,6589,7,24,5,131,18,93226
2,121,6585,4,25,6,111,25,93244
2,122,6582,3,24,5,101,16,93269
2,123,6580,2,21,6,86,20,93285
2,124,6578,2,18,5,77,15,93305
2,125,6575,3,15,5,71,11,93320
2,126,6573,2,16,2,64,12,93331
2,127,6570,3,9,9,55,11,93343
2,128,6566,4,9,3,54,10,93354
2,129,6563,3,9,4,51,6,93364
2,130,6563,0,10,2,43,12,93370
2,131,6562,1,6,4,38,7,93382
2,132,6561,1,7,0,37,5,93389
2,133,6560,1,7,1,31,6,93394
2,134,6560,0,7,1,27,5,93400
2,135,6558,2,7,0,22,6,93405
2,136,6558,0,8,1,19,3,93411
2,137,6557,1,6,2,17,3,93414
2,138,6556,1,4,3,15,4,93417
2,139,6554,2,3,2,17,1,93421
2,140,6554,0,3,2,18,1,93422
2,141,6553,1,2,1,16,4,93423
2,142,6553,0,1,2,14,3,93427
2,143,6553,0,1,0,15,1,93430
2,144,6551,2,1,0,12,3,93431
2,145,6551,0,1,2,10,2,93434
2,146,6551,0,1,0,10,2,93436
2,147,6551,0,0,1,8,2,93438
2,148,6551,0,0,0,8,1,93440
2,149,6551,0,0,0,7,1,93441
2,150,6551,0,0,0,6,1,93442
3,0,99900,100,0,0,0,0,0
3,1,99900,0,79,21,0,0,0
3,2,99887,13,56,23,16,5,0
3,3,99873,14,54,15,36,3,5
3,4,99857,16,48,20,40,11,8
3,5,99836,21,51,13,55,5,19
3,6,99810,26,55,17,56,12,24
3,7,99769,41,63,18,63,10,36
3,8,99730,39,71,33,61,20,46
3,9,99684,46,79,31,82,12,66
3,10,99640,44,96,29,100,13,78
3,11,99562,78,110,30,108,21,91
3,12,99498,64,144,44,120,18,112
3,13,99412,86,162,46,148,16,130
3,14,99335,77,197,51,158,36,146
3,15,99259,76,206,68,172,37,182
3,16,99165,94,210,72,202,38,219
3,17,99053,112,239,65,238,36,257
3,18,98930,123,258,93,274,29,293
3,19,98778,152,281,100,316,51,322
3,20,98618,160,326,107,353,63,373
3,21,98428,190,347,139,402,58,436
3,22,98194,234,385,152,454,87,494
3,23,97934,260,462,157,513,93,581
3,24,97642,292,541,181,571,99,674
3,25,97296,346,622,211,645,107,773
3,26,96947,349,720,248,746,110,880
3,27,96534,413,818,251,855,139,990
3,28,96043,491,911,320,944,162,1129
3,29,95509,534,1024,378,1075,189,1291
3,30,94901,608,1141,417,1277,176,1480
3,31,94246,655,1337,412,1463,231,1656
3,32,93535,711,1485,507,1595,280,1887
3,33,92689,846,1644,552,1813,289,2167
3,34,91736,953,1852,638,2031,334,2456
3,35,90661,1075,2116,689,2316,353,2790
3,36,89550,1111,2402,789,2548,457,3143
3,37,88305,1245,2652,861,2902,435,3600
3,38,86896,1409,2945,952,3231,532,4035
3,39,85310,1586,3336,1018,3579,604,4567
3,40,83646,1664,3707,1215,3915,682,5171
3,41,81873,1773,4024,1347,4423,707,5853
3,42,79818,2055,4315,1482,4982,788,6560
3,43,77632,2186,4774,1596,5560,904,7348
3,44,75291,2341,5238,1722,6149,1007,8252
3,45,72854,2437,5676,1903,6787,1084,9259
3,46,70194,2660,6068,2045,7435,1255,10343
3,47,67508,2686,6555,2173,8097,1383,11598
3,48,64660,2848,6963,2278,8823,1447,12981
3,49,61756,2904,7333,2478,9523,1578,14428
3,50,58761,2995,7698,2539,10290,1711,16006
3,51,55700,3061,8006,2687,11037,1792,17717
3,52,52767,2933,8256,2811,11743,1981,19509
3,53,49752,3015,8315,2874,12494,2060,21490
3,54,46729,3023,8617,2713,13117,2251,23550
3,55,43790,2939,8690,2950,13623,2207,25801
3,56,40922,2868,8790,2839,14219,2354,28008
3,57,38191,2731,8708,2950,14606,2452,30362
3,58,35565,2626,8580,2859,14981,2575,32814
3,59,33136,2429,8292,2914,15277,2563,35389
3,60,30766,2370,8002,2719,15640,2551,37952
3,61,28505,2261,7850,2522,15736,2623,40503
3,62,26418,2087,7610,2501,15626,2632,43126
3,63,24468,1950,7259,2438,15506,2621,45758
3,64,22765,1703,6960,2249,15391,2553,48379
3,65,21149,1616,6484,2179,15146,2494,50932
3,66,19625,1524,6088,2012,14842,2483,53426
3,67,18285,1340,5762,1850,14366,2488,55909
3,68,17117,1168,5329,1773,13847,2369,58397
3,69,16014,1103,4881,1616,13396,2224,60766
3,70,15021,993,4511,1473,12795,2217,62990
3,71,14183,838,4090,1414,12222,2046,65207
3,72,13400,783,3665,1263,11690,1946,67253
3,73,12753,647,3374,1074,11108,1845,69199
3,74,12106,647,3047,974,10459,1723,71044
3,75,11519,587,2765,929,9816,1617,72767
3,76,11030,489,2504,848,9310,1435,74384
3,77,10548,482,2234,759,8660,1498,75819
3,78,10131,417,2028,688,8038,1381,77317
3,79,9772,359,1861,584,7491,1235,78698
3,80,9466,306,1710,510,6923,1152,79933
3,81,9155,311,1520,496,6369,1064,81085
3,82,8923,232,1389,442,5894,971,82149
3,83,8707,216,1207,414,5429,907,83120
3,84,8495,212,1086,337,5025,818,84027
3,85,8292,203,979,319,4564,798,84845
3,86,8119,173,880,302,4204,679,85643
3,87,7970,149,790,263,3850,656,86322
3,88,7825,145,705,234,3503,610,86978
3,89,7706,119,652,198,3208,529,87588
3,90,7618,88,575,196,2878,528,88117
3,91,7513,105,501,162,2611,463,88645
3,92,7421,92,457,149,2409,364,89108
3,93,7335,86,396,153,2206,352,89472
3,94,7266,69,355,127,2013,346,89824
3,95,7210,56,329,95,1839,301,90170
3,96,7154,56,286,99,1641,293,90471
3,97,7113,41,259,83,1510,230,90764
3,98,7062,51,208,92,1386,207,90994
3,99,7024,38,194,65,1282,196,91201
3,100,6979,45,176,56,1165,182,91397
