"id","date","susceptible_to_susceptible","susceptible_to_exposed","exposed_to_exposed","exposed_to_infected","infected_to_infected","infected_to_recovered","recovered_to_recovered"
3,101,6933,46,159,62,1040,181,91579
3,102,6907,26,155,50,938,164,91760
3,103,6881,26,132,49,831,157,91924
3,104,6861,20,118,40,754,126,92081
3,105,6839,22,104,34,697,97,92207
3,106,6812,27,96,30,626,105,92304
3,107,6796,16,94,29,551,105,92409
3,108,6774,22,86,24,486,94,92514
3,109,6762,12,80,28,431,79,92608
3,110,6755,7,63,29,382,77,92687
3,111,6743,12,48,22,344,67,92764
3,112,6731,12,47,13,319,47,92831
3,113,6720,11,43,16,288,44,92878
3,114,6708,12,36,18,261,43,92922
3,115,6692,16,35,13,235,44,92965
3,116,6686,6,35,16,212,36,93009
3,117,6680,6,36,5,194,34,93045
3,118,6671,9,29,13,171,28,93079
3,119,6665,6,29,9,149,35,93107
3,120,6664,1,22,13,136,22,93142
3,121,6657,7,17,6,123,26,93164
3,122,6657,0,21,3,108,21,93190
3,123,6656,1,19,2,97,14,93211
3,124,6651,5,15,5,87,12,93225
3,125,6650,1,16,4,75,17,93237
3,126,6649,1,14,3,67,12,93254
3,127,6647,2,12,3,63,7,93266
3,128,6646,1,12,2,59,7,93273
3,129,6643,3,11,2,51,10,93280
3,130,6642,1,11,3,46,7,93290
3,131,6641,1,6,6,44,5,93297
3,132,6638,3,7,0,45,5,93302
3,133,6637,1,9,1,37,8,93307
3,134,6637,0,10,0,34,4,93315
3,135,6637,0,9,1,29,5,93319
3,136,6637,0,8,1,24,6,93324
3,137,6635,2,6,2,20,5,93330
3,138,6635,0,6,2,16,6,93335
3,139,6635,0,3,3,15,3,93341
3,140,6635,0,3,0,17,1,93344
3,141,6635,0,2,1,12,5,93345
3,142,6635,0,2,0,10,3,93350
3,143,6635,0,2,0,10,0,93353
3,144,6635,0,2,0,9,1,93353
3,145,6634,1,0,2,6,3,93354
3,146,6633,1,1,0,7,1,93357
3,147,6633,0,2,0,6,1,93358
3,148,6632,1,1,1,6,0,93359
3,149,6632,0,1,1,7,0,93359
3,150,6632,0,1,0,6,2,93359
4,0,99900,100,0,0,0,0,0
4,1,99900,0,80,20,0,0,0
4,2,99890,10,56,24,17,3,0
4,3,99867,23,50,16,33,8,3
4,4,99846,21,57,16,40,9,11
4,5,99821,25,49,29,45,11,20
4,6,99795,26,55,19,63,11,31
4,7,99759,36,61,20,71,11,42
4,8,99717,42,69,28,79,12,53
4,9,99679,38,74,37,96,11,65
4,10,99626,53,88,24,115,18,76
4,11,99568,58,98,43,120,19,94
4,12,99496,72,114,42,134,29,113
4,13,99427,69,142,44,153,23,142
4,14,99347,80,156,55,173,24,165
4,15,99236,111,180,56,190,38,189
4,16,99142,94,221,70,208,38,227
4,17,99031,111,236,79,243,35,265
4,18,98903,128,250,97,280,42,300
4,19,98746,157,282,96,317,60,342
4,20,98561,185,343,96,353,60,402
4,21,98364,197,385,143,378,71,462
4,22,98168,196,441,141,451,70,533
4,23,97922,246,468,169,508,84,603
4,24,97625,297,542,172,580,97,687
4,25,97337,288,633,206,636,116,784
4,26,96958,379,677,244,721,121,900
4,27,96558,400,785,271,828,137,1021
4,28,96123,435,867,318,938,161,1158
4,29,95631,492,966,336,1066,190,1319
4,30,95084,547,1084,374,1214,188,1509
4,31,94437,647,1229,402,1353,235,1697
4,32,93733,704,1413,463,1511,244,1932
4,33,92946,787,1599,518,1696,278,2176
4,34,92066,880,1816,570,1855,359,2454
4,35,91119,947,2040,656,2071,354,2813
4,36,90130,989,2272,715,2345,382,3167
4,37,88968,1162,2455,806,2587,473,3549
4,38,87653,1315,2736,881,2933,460,4022
4,39,86236,1417,3026,1025,3266,548,4482
4,40,84647,1589,3397,1046,3677,614,5030
4,41,82954,1693,3800,1186,4061,662,5644
4,42,81172,1782,4102,1391,4458,789,6306
4,43,79221,1951,4408,1476,4970,879,7095
4,44,77118,2103,4753,1606,5518,928,7974
4,45,74753,2365,5197,1659,6053,1071,8902
4,46,72467,2286,5647,1915,6553,1159,9973
4,47,69973,2494,5991,1942,7299,1169,11132
4,48,67324,2649,6396,2089,7931,1310,12301
4,49,64552,2772,6777,2268,8586,1434,13611
4,50,61612,2940,7225,2324,9281,1573,15045
4,51,58720,2892,7587,2578,9941,1664,16618
4,52,55782,2938,7836,2643,10735,1784,18282
4,53,52809,2973,8082,2692,11348,2030,20066
4,54,49795,3014,8258,2797,12075,1965,22096
4,55,46778,3017,8402,2870,12714,2158,24061
4,56,43766,3012,8519,2900,13377,2207,26219
4,57,40949,2817,8581,2950,13939,2338,28426
4,58,38198,2751,8590,2808,14555,2334,30764
4,59,35510,2688,8415,2926,14812,2551,33098
4,60,32993,2517,8364,2739,15175,2563,35649
4,61,30608,2385,8128,2753,15299,2615,38212
4,62,28418,2190,7902,2611,15474,2578,40827
4,63,26342,2076,7664,2428,15479,2606,43405
4,64,24416,1926,7348,2392,15271,2636,46011
4,65,22655,1761,6964,2310,15175,2488,48647
4,66,21002,1653,6506,2219,15000,2485,51135
4,67,19526,1476,6183,1976,14784,2435,53620
4,68,18246,1280,5741,1918,14398,2362,56055
4,69,16979,1267,5274,1747,14008,2308,58417
4,70,15942,1037,4876,1665,13525,2230,60725
4,71,14931,1011,4416,1497,12943,2247,62955
4,72,14098,833,4044,1383,12329,2111,65202
4,73,13285,813,3640,1237,11819,1893,67313
4,74,12574,711,3364,1089,11200,1856,69206
4,75,11907,667,3092,983,10522,1767,71062
4,76,11345,562,2812,947,9905,1600,72829
4,77,10813,532,2522,852,9272,1580,74429
4,78,10401,412,2256,798,8726,1398,76009
4,79,10016,385,2019,649,8151,1373,77407
4,80,9657,359,1798,606,7523,1277,78780
4,81,9347,310,1608,549,6958,1171,80057
4,82,9074,273,1436,482,6398,1109,81228
4,83,8807,267,1300,409,5846,1034,82337
4,84,8580,227,1166,401,5365,890,83371
4,85,8360,220,1061,332,4922,844,84261
4,86,8190,170,944,337,4514,740,85105
4,87,8009,181,842,272,4129,722,85845
4,88,7861,148,746,277,3780,621,86567
4,89,7713,148,678,216,3493,564,87188
4,90,7607,106,608,218,3138,571,87752
4,91,7499,108,543,171,2872,484,88323
4,92,7428,71,481,170,2620,423,88807
4,93,7335,93,409,143,2392,398,89230
4,94,7251,84,361,141,2147,388,89628
4,95,7177,74,336,109,1994,294,90016
4,96,7107,70,306,104,1815,288,90310
4,97,7051,56,279,97,1662,257,90598
4,98,7011,40,254,81,1503,256,90855
4,99,6971,40,221,73,1361,223,91111
4,100,6932,39,190,71,1236,198,91334
4,101,6886,46,168,61,1141,166,91532
4,102,6840,46,150,64,1029,173,91698
4,103,6806,34,148,48,928,165,91871
4,104,6771,35,145,37,849,127,92036
4,105,6739,32,137,43,770,116,92163
4,106,6715,24,127,42,690,123,92279
4,107,6695,20,111,40,640,92,92402
4,108,6673,22,103,28,599,81,92494
4,109,6657,16,105,20,539,88,92575
4,110,6644,13,88,33,471,88,92663
4,111,6626,18,71,30,428,76,92751
4,112,6618,8,73,16,392,66,92827
4,113,6606,12,68,13,347,61,92893
4,114,6597,9,58,22,306,54,92954
4,115,6591,6,52,15,292,36,93008
4,116,6583,8,42,16,265,42,93044
4,117,6576,7,41,9,241,40,93086
4,118,6570,6,34,14,211,39,93126
4,119,6567,3,30,10,200,25,93165
4,120,6562,5,25,8,180,30,93190
4,121,6560,2,26,4,165,23,93220
4,122,6558,2,21,7,143,26,93243
4,123,6556,2,18,5,133,17,93269
4,124,6550,6,13,7,112,26,93286
4,125,6549,1,15,4,101,18,93312
4,126,6546,3,8,8,87,18,93330
4,127,6545,1,8,3,77,18,93348
4,128,6541,4,6,3,68,12,93366
4,129,6539,2,7,3,55,16,93378
4,130,6538,1,9,0,46,12,93394
4,131,6537,1,9,1,42,4,93406
4,132,6536,1,9,1,37,6,93410
4,133,6534,2,8,2,29,9,93416
4,134,6534,0,7,3,24,7,93425
4,135,6534,0,4,3,23,4,93432
4,136,6533,1,3,1,23,3,93436
4,137,6533,0,4,0,24,0,93439
4,138,6533,0,3,1,20,4,93439
4,139,6533,0,1,2,21,0,93443
4,140,6533,0,1,0,21,2,93443
4,141,6532,1,1,0,17,4,93445
4,142,6532,0,1,1,14,3,93449
4,143,6532,0,1,0,11,4,93452
4,144,6532,0,1,0,9,2,93456
4,145,6532,0,0,1,6,3,93458
4,146,6532,0,0,0,6,1,93461
4,147,6532,0,0,0,4,2,93462
4,148,6532,0,0,0,3,1,93464
4,149,6532,0,0,0,3,0,93465
4,150,6532,0,0,0,3,0,93465
5,0,99900,100,0,0,0,0,0
5,1,99900,0,72,28,0,0,0
5,2,99891,9,48,24,24,4,0
5,3,99865,26,41,16,41,7,4
5,4,99840,25,51,16,50,7,11
5,5,99815,25,60,16,57,9,18
5,6,99785,30,60,25,65,8,27
5,7,99747,38,70,20,76,14,35
5,8,99713,34,75,33,88,8,49
5,9,99661,52,82,27,106,15,57
5,10,99600,61,105,29,108,25,72
5,11,99540,60,126,40,116,21,97
5,12,99473,67,142,44,135,21,118
5,13,99393,80,158,51,157,22,139
5,14,99305,88,189,49,180,28,161
5,15,99215,90,203,74,192,37,189
5,16,99119,96,225,68,220,46,226
5,17,98998,121,250,71,248,40,272
5,18,98860,138,288,83,272,47,312
5,19,98708,152,310,116,299,56,359
5,20,98559,149,340,122,357,58,415
5,21,98374,185,350,139,411,68,473
5,22,98138,236,405,130,475,75,541
5,23,97872,266,484,157,516,89,616
5,24,97596,276,556,194,594,79,705
5,25,97268,328,630,202,673,115,784
5,26,96903,365,711,247,767,108,899
5,27,96453,450,799,277,850,164,1007
5,28,95994,459,921,328,966,161,1171
5,29,95477,517,1031,349,1103,191,1332
5,30,94878,599,1177,371,1258,194,1523
5,31,94199,679,1334,442,1413,216,1717
5,32,93454,745,1511,502,1589,266,1933
5,33,92600,854,1699,557,1813,278,2199
5,34,91693,907,1886,667,2067,303,2477
5,35,90615,1078,2072,721,2348,386,2780
5,36,89427,1188,2373,777,2609,460,3166
5,37,88109,1318,2663,898,2860,526,3626
5,38,86723,1386,2997,984,3238,520,4152
5,39,85137,1586,3251,1132,3582,640,4672
5,40,83506,1631,3615,1222,4038,676,5312
5,41,81682,1824,3943,1303,4499,761,5988
5,42,79644,2038,4384,1383,5008,794,6749
5,43,77485,2159,4837,1585,5459,932,7543
5,44,75222,2263,5224,1772,6071,973,8475
