"sim_id","date","median_rt","ci_lower","ci_upper","method","delay_scenario","delay_percentage","mean_si","std_si","R0_value","model_type","transition_type"
2,2,3.38512839382686,3.14763523351421,3.63427787966191,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,3,3.31548427544975,3.13426312271309,3.50355989034039,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,4,3.25783251070462,3.11835435956605,3.40140904323429,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,5,3.06779283783221,2.96237825256638,3.17567901400973,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,6,3.0529679380638,2.96987720945712,3.13759420743325,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,7,2.95783339213803,2.89303373621351,3.02359351267161,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,8,2.79052778649686,2.74033205033419,2.84133278321691,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,9,2.59908396740725,2.55989710153181,2.63866872245829,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,10,2.39542340864002,2.36445376119428,2.42666231016169,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,11,2.17803324427225,2.15324102165829,2.20301504420772,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,12,1.97867586044109,1.95839449685603,1.99909676721883,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,13,1.77271708117792,1.75587644201593,1.78966505692476,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,14,1.58511016308646,1.57080981405529,1.59949704165077,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,15,1.42537424981521,1.4129108747851,1.43791070373601,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,16,1.28238643370482,1.27129032738785,1.29354691917013,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,17,1.15515905838084,1.14507872869903,1.16529837448921,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,18,1.0396209468569,1.03029792304382,1.04900004361443,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,19,0.934657064869439,0.925888196453719,0.943481124562415,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,20,0.850978614832875,0.842540747162221,0.859472630999809,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,21,0.780190427941269,0.771927402819442,0.788512210946411,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,22,0.717992118940315,0.709787874134504,0.726259341955445,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,23,0.665181481813143,0.656920437277774,0.67351149516517,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,24,0.613845776133689,0.605465821246355,0.622302698588022,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,25,0.572034964203952,0.563415924998959,0.580741460216966,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,26,0.537497119970155,0.528525236546113,0.546569967314972,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,27,0.502506341935252,0.493131586349214,0.511999165062717,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,28,0.476269445709987,0.46634498834585,0.486333718524336,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,29,0.448510759886748,0.437984400546331,0.459204441592329,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,30,0.419515655010612,0.408335797865643,0.430897737190119,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,31,0.39778801483629,0.385768760288673,0.410054368485821,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,32,0.381730158884559,0.368674009991347,0.395090976243972,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,33,0.366889548701272,0.352654875911293,0.381502215908972,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,34,0.362257546221795,0.346486383708292,0.378500180500903,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,35,0.351852624639013,0.334508301823149,0.369786379069799,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,36,0.342074630313222,0.322971770756219,0.361916308845301,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
2,37,0.344051291086148,0.322609303549573,0.36642297482409,"Cori","medium_delay",0.3,3.24088991562877,2.55725964768712,5,"partial","exposed_to_infected"
