"sim_id","method","date","median_rt","q025_rt","q975_rt"
1,"RtEstim",17,1.17249958356709,0.65789991692424,1.68709925020993
1,"RtEstim",18,1.16787804018745,0.659908304374364,1.67584777600053
1,"RtEstim",19,1.163598658936,0.651302203699721,1.67589511417228
1,"RtEstim",20,1.15965309243187,0.666656982147346,1.6526492027164
1,"RtEstim",21,1.15603286275052,0.672653904337953,1.63941182116309
1,"RtEstim",22,1.15272930936455,0.678905610149842,1.62655300857926
1,"RtEstim",23,1.14973353980549,0.675409292695184,1.6240577869158
1,"RtEstim",24,1.14703638369036,0.668676902637676,1.62539586474303
1,"RtEstim",25,1.14462835075984,0.655344530120396,1.63391217139928
1,"RtEstim",26,1.14249959345537,0.643858718374191,1.64114046853654
1,"RtEstim",27,1.14063987448565,0.641210286879677,1.64006946209163
1,"RtEstim",28,1.13903853970537,0.653629731100539,1.62444734831019
1,"RtEstim",29,1.13768449661026,0.654193630404835,1.62117536281569
1,"RtEstim",30,1.13656619883825,0.644830335926671,1.62830206174983
1,"RtEstim",31,1.13567163725982,0.642358045435762,1.62898522908387
1,"RtEstim",32,1.13498833803541,0.63885807621904,1.63111859985178
1,"RtEstim",33,1.13450336781967,0.644611244768405,1.62439549087094
1,"RtEstim",34,1.13420334635441,0.650031621314026,1.61837507139479
1,"RtEstim",35,1.13407446662164,0.651033597474823,1.61711533576846
1,"RtEstim",36,1.13410252280393,0.643742802217413,1.62446224339044
1,"RtEstim",37,1.13427294621452,0.642599041159122,1.62594685126992
1,"RtEstim",38,1.13457084920143,0.646873031370291,1.62226866703256
1,"RtEstim",39,1.13498107681678,0.65872932750864,1.61123282612493
1,"RtEstim",40,1.13548826602559,0.665486539704714,1.60548999234646
1,"RtEstim",41,1.13607691217387,0.667268512641699,1.60488531170605
1,"RtEstim",42,1.13673144237926,0.675714018677886,1.59774886608064
1,"RtEstim",43,1.13743629530344,0.679652172254193,1.59522041835268
1,"RtEstim",44,1.13817600658092,0.68009908974645,1.59625292341539
1,"RtEstim",45,1.13893529907898,0.682985227839736,1.59488537031823
1,"RtEstim",46,1.13969917699591,0.685373973660641,1.59402438033117
1,"RtEstim",47,1.14045302267476,0.692263950017835,1.58864209533169
1,"RtEstim",48,1.14118269490656,0.697194085141759,1.58517130467136
1,"RtEstim",49,1.14187462740506,0.703116901011956,1.58063235379816
1,"RtEstim",50,1.14251592603378,0.705356296949419,1.57967555511814
1,"RtEstim",51,1.1430944633135,0.705956128022197,1.58023279860479
1,"RtEstim",52,1.14359896869177,0.708822005409307,1.57837593197424
1,"RtEstim",53,1.14401911310005,0.711066463097884,1.57697176310221
1,"RtEstim",54,1.14434558638996,0.70613683060674,1.58255434217318
1,"RtEstim",55,1.14457016627332,0.704359880777015,1.58478045176963
1,"RtEstim",56,1.14468577749952,0.708644966537649,1.58072658846138
1,"RtEstim",57,1.14468654029508,0.710775871749234,1.57859720884092
1,"RtEstim",58,1.14456780718779,0.71495221069965,1.57418340367593
1,"RtEstim",59,1.14432618737204,0.717084964386955,1.57156741035713
1,"RtEstim",60,1.14395955801752,0.723828657839029,1.564090458196
1,"RtEstim",61,1.14346706207783,0.730087190632485,1.55684693352317
